,business_id,after_Jan2010_count,after_Jan2014_count,after_Jun2014_count,after_Jan2015_count,ratings_avg_x,users_sum_x,review_count,stars,categories,city,state,full_address,latitude,longitude,name,attributes[Alcohol],attributes[Ambience][casual],attributes[Ambience][classy],attributes[Ambience][divey],attributes[Ambience][hipster],attributes[Ambience][intimate],attributes[Ambience][romantic],attributes[Ambience][touristy],attributes[Ambience][trendy],attributes[Ambience][upscale],attributes[Delivery],neighborhoods,open,users_sum_y,ratings_avg_y
488,98yxgWiQCm-UpidnsJfC_w,3,2,2,2,2.873362445,5.725,3,3.5,"[Flowers & Gifts, Shopping, Florists]",Pittsburgh,PA,"207 Shiloh St
Mt. Washington
Pittsburgh, PA 15211",40.4303789,-80.00722,Eiseltown Flowers & Gifts,,,,,,,,,,,,[Mt. Washington],True,68.815,3.150233718
489,99WYCuBEsO7OUCDWbbrrew,4,1,0,0,3.383283133,8.853333333,5,2.5,"[Fast Food, Sandwiches, Restaurants]",Pittsburgh,PA,"950 Ridge Ave
North Side
Pittsburgh, PA 15212",40.4500892,-80.0181629,Subway,none,True,False,False,False,False,False,False,False,False,False,[North Side],True,38.07333333,3.820784451
490,9AIEt1NucPJWmH9l4G61nA,7,3,1,1,4.885765397,6.521666667,7,5.0,"[Hair Salons, Beauty & Spas]",Pittsburgh,PA,"5210 Butler St
Lawrenceville
Pittsburgh, PA 15201",40.4806117,-79.9539863,Be Pure Organic Salon & Boutique,,,,,,,,,,,,[Lawrenceville],False,350.2116667,3.346133529
491,9C5rKkDQsghpQKyBqPtKFw,18,5,5,2,3.902084185,40.78333333,20,3.5,"[Shopping, Cosmetics & Beauty Supply, Beauty & Spas]",Homestead,PA,"105 W Bridge St
Homestead
Homestead, PA 15120",40.4079041,-79.9154609,Ulta Three Cosmetics,,,,,,,,,,,,[Homestead],True,92.38,3.275257992
492,9Cx8HT4LLis_2OvcFZpEmw,17,9,8,2,4.708827823,26.26166667,19,4.5,"[Grocery, Food, Ethnic Food, Specialty Food, Sandwiches, Restaurants]",Pittsburgh,PA,"3454 Bates St
Oakland
Pittsburgh, PA 15213",40.4365708987,-79.9553876064,Groceria Merante,none,False,False,False,False,False,False,False,False,False,False,[Oakland],True,21.3,4.628873239
493,9D0muUbQVMrw3_eDg3tkFg,16,5,4,2,4.558187773,15.26666667,17,4.5,"[American (Traditional), Restaurants]",Pittsburgh,PA,"304 Butler St
Etna
Pittsburgh, PA 15223",40.495304,-79.94511,E Town Bar and Grille,full_bar,True,False,False,False,False,False,False,False,False,False,[Etna],True,85.3,4.366803439
494,9D4PMia-8WqCYXnr7TM0Pw,15,4,3,1,3.908909683,40.96666667,19,4.5,"[Food, Grocery]",Pittsburgh,PA,"1727 Penn Ave
Strip District
Pittsburgh, PA 15222",40.4503157,-79.9854415,Labad's,,,,,,,,,,,,[Strip District],True,92.73,4.079226428
495,9FS1pPCjJMlFbsVylbxPHw,5,1,1,1,3.971308017,7.9,8,4.5,"[Fashion, Shopping, Accessories]",Pittsburgh,PA,"1304 E Carson St
South Side
Pittsburgh, PA 15203",40.4285786,-79.9850245,Slacker,,,,,,,,,,,,[South Side],True,94.96833333,2.932117723
496,9J6ORCp53ydDSw8nNCV2uQ,5,0,0,0,3.334319527,9.013333333,7,3.0,"[Food, Ice Cream & Frozen Yogurt]",Pittsburgh,PA,"2737 E Carson St
South Side
Pittsburgh, PA 15203",40.4267356,-79.9664172,Sincerely Yogurt,,,,,,,,,,,,[South Side],True,23.39333333,4.136363636
497,9J6eXxz_cdNRzA0CrkG1ug,6,0,0,0,1.65612291,11.065,10,2.0,"[Burgers, Restaurants]",Homestead,PA,"201 Waterfront Dr W H
Homestead
Homestead, PA 15120",40.4082518,-79.9186347,Fuddruckers,full_bar,,,,,,,,,,False,[Homestead],False,753.435,4.065816339
498,9Kdb70PhV6O89cdfqYZJpQ,6,3,1,1,3.815336658,13.36666667,9,4.0,"[Pizza, Restaurants]",Pittsburgh,PA,"821 E Warrington Ave
Allentown
Pittsburgh, PA 15210",40.4218927,-79.9928835,Paisano's,none,False,False,False,False,False,False,False,False,False,True,[Allentown],True,58.71666667,3.02821459
499,9KsHPdF1-P_CiXnvugdQvQ,7,0,0,0,1.370356681,36.07333333,7,1.5,"[Food, Grocery]",Pittsburgh,PA,"125 Virginia Ave
Mt. Washington
Pittsburgh, PA 15211",40.4295093304,-80.0079572304,Foodland,,,,,,,,,,,,[Mt. Washington],False,753.435,4.065816339
500,9MpJPuR-IL_sj842pofLPQ,5,2,0,0,3.130010834,15.38333333,5,3.5,"[Pizza, Restaurants]",Pittsburgh,PA,"4902 Cypress St
Bloomfield
Pittsburgh, PA 15224",40.45853,-79.947121,Alex's Corner Pizza Shop,none,False,False,False,False,False,False,False,False,False,True,[Bloomfield],True,133.095,3.177304432
501,9NL2GL4jSPVj9SKijH5PqA,16,7,7,2,4.146345362,41.705,18,4.0,"[Food, Grocery]",Pittsburgh,PA,"3125 Banksville Rd
Dormont
Pittsburgh, PA 15216",40.3996765,-80.0434133,Kuhn's Market,,,,,,,,,,,,"[Dormont, Banksville]",True,350.2116667,3.346133529
502,9P0ABzOPc2O8pqZxF2mcUw,16,9,7,5,3.73949726,19.16166667,17,4.0,"[Breakfast & Brunch, Diners, Restaurants]",McKees Rocks,PA,"1815 Mckees Rocks Rd
McKees Rocks, PA 15136",40.4688051,-80.098048,Bob's Diner,none,False,False,False,False,False,False,False,False,False,False,[],True,32.31,2.969978335
503,9S1I9r0JXTaaQ7yb30rP2g,93,30,25,13,4.309922765,164.2183333,106,4.5,"[Food, Ethnic Food, Specialty Food]",Pittsburgh,PA,"Schenley Plaza
Schenley Drive and Roberto Clemente Drive
Oakland
Pittsburgh, PA 15213",40.4411427,-79.9535582,Conflict Kitchen,,,,,,,,,,,,[Oakland],True,207.7816667,3.384634512
504,9SPwF-vRgtuHxciFxv5YLA,155,52,41,16,4.083661771,254.995,207,4.0,"[Asian Fusion, Restaurants]",Pittsburgh,PA,"5847 Ellsworth Ave
Shadyside
Pittsburgh, PA 15232",40.4571033,-79.9296345,Soba,full_bar,False,False,False,False,True,False,False,False,False,False,[Shadyside],True,208.99,3.938123036
505,9T-voT8ud9489f_VKdqv2Q,3,2,1,1,4.027158492,4.111666667,4,4.0,"[Doctors, Medical Centers, Health & Medical, Obstetricians & Gynecologists]",Pittsburgh,PA,"933 Liberty Ave
Downtown
Pittsburgh, PA 15222",40.4434897,-79.9968471,Planned Parenthood,,,,,,,,,,,,[Downtown],True,83.40333333,3.776188002
506,9TOZic931NktWjVGftktJQ,26,10,7,4,3.783336565,51.57,34,3.5,"[Food, Coffee & Tea]",Pittsburgh,PA,"5830 Ellsworth Ave
Ste 100
Shadyside
Pittsburgh, PA 15232",40.4565015,-79.9302162,Crazy Mocha Coffee,,,,,,,,,,,,[Shadyside],True,40.00833333,4.925015622
507,9VtaTbTKVK9sQVy4j2RO-w,18,7,5,1,3.527853429,26.92666667,23,3.5,"[Bars, Nightlife]",Pittsburgh,PA,"1372 Freeport Rd
Pittsburgh, PA 15238",40.4895888,-79.8723628,Bob's Garage,full_bar,False,False,True,False,False,False,False,False,False,,[],True,24.87666667,3.571151012
508,9VySO9xOHY3nFfsokcDJ9w,11,3,2,0,4.397231451,30.1,11,4.0,[Active Life],Pittsburgh,PA,"33 Terminal Way
Ste 537
South Side
Pittsburgh, PA 15219",40.4304325,-79.9967832,Venture Outdoors,,,,,,,,,,,,[South Side],True,51.035,2.53505764
509,9XRMgi0x8XDvSn9tzvqs8A,17,3,3,0,2.768987124,24.205,21,2.5,"[Tattoo, Piercing, Beauty & Spas]",Pittsburgh,PA,"2208 E Carson St
South Side
Pittsburgh, PA 15203",40.428123,-79.9741559,South Side Tattoo,,,,,,,,,,,,[South Side],True,83.40333333,3.776188002
510,9ZqbQaYJEyZYRk-o9zZFSw,4,0,0,0,2.766233766,3.465,5,3.0,"[Mexican, Restaurants]",West Mifflin,PA,"3075 Clairton Blvd
West Mifflin, PA 15122",40.36176,-79.8996,La Hacienda,full_bar,False,False,False,False,False,False,False,False,False,False,[],False,66.38333333,3.180416771
511,9aw0t0rlACKkMaxsX0KlKA,4,2,2,1,4.188262853,13.51833333,7,3.5,"[Food, Ice Cream & Frozen Yogurt, Fast Food, Restaurants]",Pittsburgh,PA,"1691 McFarland Rd
Dormont
Pittsburgh, PA 15216",40.3959782,-80.0464983,Dairy Queen,,,,,,,,,,,False,[Dormont],True,207.7816667,3.384634512
512,9b-YnpVt3P5Sk0_yUDaMGQ,5,3,2,2,5.0,4.998333333,5,5.0,"[Health & Medical, Chiropractors]",Pittsburgh,PA,"355 5th Ave
Ste 1325
Downtown
Pittsburgh, PA 15222",40.4404547043,-79.9996324569,Pittsburgh Chiropractic Associates,,,,,,,,,,,,[Downtown],True,79.18166667,4.12646025
513,9b0y3HVHPWFnobKyMFFoCg,97,34,29,12,3.784350443,149.525,108,4.5,"[Live/Raw Food, Vegan, Restaurants]",Pittsburgh,PA,"735 Copeland St
Shadyside
Pittsburgh, PA 15232",40.4511828,-79.9344645,Eden,none,True,False,False,False,False,False,False,False,False,False,[Shadyside],True,753.435,4.065816339
514,9bqGhpj6NYVrdojYUnHMgA,7,3,3,1,3.872119565,30.66666667,7,3.5,"[Food, Coffee & Tea]",Pittsburgh,PA,"1001 Liberty Ave
Ste 101
Downtown
Pittsburgh, PA 15222",40.4442087,-79.9946687,Crazy Mocha,,,,,,,,,,,,[Downtown],True,58.71666667,3.02821459
515,9cuRKVFit28XH8MhELRwpw,21,16,16,16,3.442857143,23.33333333,22,3.5,"[Thai, Vietnamese, Chinese, Restaurants]",Pittsburgh,PA,"256 N Craig St
Oakland
Pittsburgh, PA 15213",40.4512474328,-79.9514841288,Miss Saigon88,none,False,False,False,False,False,False,False,False,False,False,[Oakland],True,11.77,3.336448598
516,9dQe2KwoHKJvZDHUXlnU0Q,3,0,0,0,2.647058824,3.541666667,4,3.0,"[Bars, Nightlife, Lounges]",Pittsburgh,PA,"125 Station Square Dr
South Side
Pittsburgh, PA 15219",40.4335088,-80.0040218,5ive Lounge,,,,,,,,,,,,[South Side],False,10.07833333,2.454770961
517,9dRhseYpES0LO0iNDLHtrg,2,0,0,0,2.198931909,3.745,3,2.5,"[Restaurants, Pizza, Italian]",Pittsburgh,PA,"4911 Penn Ave
Garfield
Pittsburgh, PA 15224",40.4654547,-79.9447111,Calabria's Italian Restaurant,,,,,,,,,,,,[Garfield],True,39.17833333,3.224486323
518,9eQZl5jX-iLdNvCWmSC3Gg,3,1,1,1,5.0,3.0,3,5.0,"[Flowers & Gifts, Shopping, Florists]",Wilkinsburg,PA,"712 Wood St
Wilkinsburg, PA 15221",40.441548,-79.885623,James Flower & Gift Shoppe,,,,,,,,,,,True,[],True,100.775,3.641511618
519,9hF1vOOkT-OMVhYwPCxtcw,15,7,6,5,3.428465765,15.77333333,17,3.5,"[Diners, Restaurants]",Pittsburgh,PA,"4143 Brownsville Rd
Pittsburgh, PA 15227",40.365162,-79.982409,JT's Restaurant,none,True,False,False,False,False,False,False,False,False,False,[],True,160.9266667,4.12784291
520,9hOEP1m3Twyb3QlcZXzirw,4,1,1,1,1.225075529,3.31,4,1.5,"[Automotive, Auto Detailing]",Pittsburgh,PA,"Downtown
Pittsburgh, PA",40.4406248,-79.9958864,Get Mad Mobile Auto Detailing,,,,,,,,,,,,[Downtown],True,207.7816667,3.384634512
521,9iH5HBZNn1yjb46AE_g4KQ,17,2,2,1,4.122455588,36.02666667,20,4.0,"[Fast Food, Restaurants]",Homestead,PA,"480 Waterfront Dr E
Homestead
Homestead, PA 15120",40.412947147,-79.9074245076,Chick-fil-A,none,True,False,False,False,False,False,False,False,False,False,[Homestead],True,58.71666667,3.02821459
522,9iPsnH3gJdyledlHYahLeg,4,0,0,0,3.061277246,28.36833333,4,3.0,"[Food, Convenience Stores, Shopping, Drugstores]",Pittsburgh,PA,"623 Smithfield Street
Downtown
Pittsburgh, PA 15222",40.44174,-79.998118,Rite Aid,,,,,,,,,,,,[Downtown],True,43.625,2.80095511
523,9iwONFY-aRZA1mgmVgm2ZQ,39,19,14,5,4.511929077,76.70333333,40,4.5,"[Food, Arts & Entertainment, Wineries]",Pittsburgh,PA,"2815 Penn Ave
Strip District
Pittsburgh, PA 15222",40.457335,-79.975468,Pittsburgh Winery,,,,,,,,,,,,[Strip District],True,753.435,4.065816339
524,9jkxYkOOLge89D3KHrrNsw,1,1,0,0,4.624137931,1.45,3,4.5,"[Barbers, Beauty & Spas]",Pittsburgh,PA,"505 Foreland St
North Side
Pittsburgh, PA 15212",40.4542039,-80.000579,Dave's Barber Shop,,,,,,,,,,,,[North Side],True,314.7483333,3.781153196
525,9kajDoNIL2eNGuOd2-mWUA,4,2,1,1,1.880536913,3.725,4,2.0,"[Home Services, Heating & Air Conditioning/HVAC]",Pittsburgh,PA,"1952 Painters Run Rd
Pittsburgh, PA 15241",40.3638382,-80.0859891,Ventilation Purification,,,,,,,,,,,,[],True,350.2116667,3.346133529
526,9kdUXcx-0d93fEBqp4kcpg,9,0,0,0,3.836785232,14.80666667,11,4.0,"[Restaurants, Italian]",Pittsburgh,PA,"718 Brookline Blvd
Brookline
Pittsburgh, PA 15226",40.3941874,-80.0211363,Mateo's Cucina Italiana,none,False,False,False,False,False,False,False,False,False,False,[Brookline],False,207.7816667,3.384634512
527,9lRJhLrLOgh0ZGhqsjBmLA,3,2,2,1,5.0,13.61,3,5.0,"[Museums, Arts & Entertainment]",Chateau,PA,"1 Allegheny Ave
North Side
Chateau, PA 15212",40.4456892967,-80.018228148,Miniature Railroad & Village,,,,,,,,,,,,[North Side],True,51.93166667,4.784588722
528,9lWgWAARYLsSL-g4kpn_gQ,41,15,14,6,3.465232793,85.16166667,46,3.0,"[Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Hotels]",Pittsburgh,PA,"20 S 10th St
South Side
Pittsburgh, PA 15203",40.4298415,-79.9890098,Holiday Inn Express & Suites Pittsburgh-South Side,,,,,,,,,,,,[South Side],True,350.2116667,3.346133529
529,9mwShpTgZofOujt4JfyGmw,83,27,23,5,2.577053179,114.8016667,92,2.5,"[Restaurants, Italian]",Pittsburgh,PA,"2601 Smallman St
Strip District
Pittsburgh, PA 15222",40.455916,-79.979271,Spaghetti Warehouse,full_bar,True,False,False,False,False,False,False,False,False,False,[Strip District],True,753.435,4.065816339
530,9oImwXLAn-DFppBrfbmkLg,184,62,47,13,4.0461447,255.1033333,224,4.0,"[Seafood, Restaurants]",Pittsburgh,PA,"1411 Grandview Ave
Duquesne Heights
Pittsburgh, PA 15211",40.439059,-80.021242,Monterey Bay Fish Grotto,full_bar,False,False,False,False,False,True,False,False,False,False,[Duquesne Heights],True,271.41,4.078829078
531,9oeMdTVt0VeI-enjBpKBiQ,88,33,28,14,3.798122613,114.3433333,92,4.0,"[Turkish, Mediterranean, Restaurants]",Pittsburgh,PA,"5811 Ellsworth Ave
Shadyside
Pittsburgh, PA 15232",40.4563938195,-79.9305386851,Daphne Cafe,none,True,False,False,False,False,False,False,False,False,False,[Shadyside],True,753.435,4.065816339
532,9poFd_TU50RiJoLWltvlvA,2,1,1,0,3.203183204,4.921666667,3,3.5,"[Women's Clothing, Fashion, Shopping]",Pittsburgh,PA,"6425 Penn Ave
Larimer
Pittsburgh, PA 15206",40.457577,-79.916807,Free People,,,,,,,,,,,,[Larimer],True,85.3,4.366803439
533,9q0T11qr73CgUlLM1amWMA,4,2,2,0,2.337308622,10.34166667,5,2.0,"[Food, Breakfast & Brunch, Bagels, Sandwiches, Restaurants]",Pittsburgh,PA,"429 4th  Ave
Downtown
Pittsburgh, PA 15219",40.4383037,-79.9984294,Bruegger's Bagels,none,False,False,False,False,False,False,False,False,False,False,[Downtown],True,57.185,3.320101425
534,9q3GbNKTUQLHaldMIE3ssw,9,4,4,3,4.239210285,14.52,10,4.5,"[Food, Coffee & Tea]",Bridgeville,PA,"1597 Washington Pike
Bridgeville, PA 15017",40.38229,-80.095557,Starbucks,,,,,,,,,,,,[],True,92.73,4.079226428
535,9r4gq8LVewal0uTnLiS1zQ,21,0,0,0,2.416266817,35.43,22,3.0,"[Mexican, Restaurants]",Pittsburgh,PA,"409 Wood St
Downtown
Pittsburgh, PA 15222",40.43978,-80.001441,Mexico City,full_bar,True,False,False,False,False,False,False,False,False,False,[Downtown],False,68.815,3.150233718
536,9rAp3YzlvFrOlU-aTA5AtQ,4,2,2,1,3.076750281,8.903333333,6,3.0,"[Fashion, Shopping, Accessories, Jewelry]",Homestead,PA,"245 W Bridge St.
Space 003
Homestead
Homestead, PA 15120",40.4075943,-79.9174106,Charming Charlie - Homestead,,,,,,,,,,,,[Homestead],True,17.58,2.626753887
537,9rbWt_PX8qVVN-nEJv3A9Q,2,0,0,0,3.847250509,6.546666667,4,3.5,"[Hair Salons, Beauty & Spas]",Pittsburgh,PA,"3143 Banksville Ave
Banksville Plaza
Dormont
Pittsburgh, PA 15216",40.399457,-80.043683,Supercuts,,,,,,,,,,,,"[Dormont, Banksville]",True,58.71666667,3.02821459
538,9rpQfebWYwMPQoyXOeIvAQ,3,2,1,0,5.0,2.81,3,5.0,"[Shopping, Mobile Phones]",Pittsburgh,PA,"355 Fifth Ave
Downtown
Pittsburgh, PA 15222",40.4404409,-79.9986958,T-Mobile,,,,,,,,,,,,[Downtown],True,17.63833333,4.454596995
539,9rpvTdjqiNfISm6QtEtvKA,12,2,2,0,4.335530349,10.87333333,14,4.5,"[Shopping, Knitting Supplies]",Pittsburgh,PA,"6401 Penn Ave
Shadyside
Pittsburgh, PA 15206",40.4576377,-79.9174988,Natural Stitches,,,,,,,,,,,,[Shadyside],True,197.6683333,3.953980152
540,9sg-JXUxnCiZqs3GhRQAKQ,25,8,6,4,4.489610442,41.62833333,28,4.5,"[Food, Street Vendors]",Pittsburgh,PA,"2216 Penn Ave
Strip District
Pittsburgh, PA 15222",40.4524945,-79.9815516,Lucy's,,,,,,,,,,,,[Strip District],True,100.775,3.641511618
541,9tAbTDdYTASHL7EU1e-OWw,3,1,1,0,4.871692061,10.39166667,3,4.5,"[Food, Specialty Food, Meat Shops]",Mc Kees Rocks,PA,"500 Pine Hollow Rd
Mc Kees Rocks, PA 15136",40.4736321,-80.0969955,Ricci Italian Sausage,,,,,,,,,,,,[],True,34.36333333,4.970899214
542,9tEz0kwrEnhi7-CVg8pktw,3,1,1,1,4.6,3.333333333,3,4.5,"[Food, Coffee & Tea, Sandwiches, Salad, Restaurants]",Pittsburgh,PA,"412 First Ave
Downtown
Pittsburgh, PA 15219",40.4370074,-80.0000142,Verde Good Beans,,,,,,,,,,,,[Downtown],True,314.7483333,3.781153196
543,9tTYOHjgQsVON4UkDKvFcg,2,0,0,0,4.0,9.291666667,3,4.0,"[Food, Beer, Wine & Spirits]",Pittsburgh,PA,"2947 W Liberty Ave
Dormont
Pittsburgh, PA 15216",40.3942239,-80.0356122,Wine & Spirits Stores,,,,,,,,,,,,[Dormont],True,350.2116667,3.346133529
544,9u4SqxRrVxE_yfzK6LBJkw,20,5,5,2,3.199333125,31.99,28,3.0,"[Hair Salons, Skin Care, Beauty & Spas, Nail Salons]",Pittsburgh,PA,"1814 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217",40.436507,-79.92318,Philip Pelusi,,,,,,,,,,,,[Squirrel Hill],True,160.9016667,3.301871744
545,9vvs2aAMYHsScShc7Ar2fg,2,1,0,0,5.0,3.715,3,4.5,"[Doctors, Health & Medical, Obstetricians & Gynecologists]",Pittsburgh,PA,"1 Bigelow Sq
Ste 729
Downtown
Pittsburgh, PA 15219",40.4406597,-79.9940035,Womancare Associates - Doubletree,,,,,,,,,,,,[Downtown],True,271.41,4.078829078
546,9wouyONpyJa0-ALt9ioW9w,3,1,1,1,3.581560284,2.82,3,3.5,[Pets],Kennedy Township,PA,"1051 McCoy Rd
Kennedy Township, PA 15136",40.475992,-80.096675,Sally's Groom Room,,,,,,,,,,,,[],True,79.18166667,4.12646025
547,9xGaLA59kjqNSh2s_Heonw,10,3,2,0,2.688238713,25.805,10,3.0,"[Shopping Centers, Shopping]",Pittsburgh,PA,"6425 Penn Ave
Shadyside
Pittsburgh, PA 15206",40.4571875,-79.9168529,Bakery Square,,,,,,,,,,,,[Shadyside],True,207.7816667,3.384634512
548,9ylfrWjdX6CltGs_Qcv7Ng,297,82,63,18,4.801266151,751.885,371,5.0,"[Arts & Entertainment, Stadiums & Arenas]",Pittsburgh,PA,"115 Federal St
North Side
Pittsburgh, PA 15272",40.4473866703,-80.0053249566,PNC Park,,,,,,,,,,,,[North Side],True,13.155,3.785252756
549,A-7LUuRxyWAvX5IuUg6A7A,20,0,0,0,4.1025936,31.87333333,31,4.0,"[Greek, Mediterranean, Middle Eastern, Restaurants]",Pittsburgh,PA,"121 Oakland Ave
Oakland
Pittsburgh, PA 15289",40.4418197,-79.9571314,Leena's Food,none,False,False,False,False,False,False,False,False,False,False,[Oakland],False,753.435,4.065816339
550,A-oESW41yq5QpfNvrooRwQ,5,3,3,1,5.0,4.81,5,5.0,"[Tattoo, Beauty & Spas]",Pittsburgh,PA,"1009 E Carson St
South Side
Pittsburgh, PA 15203",40.4287953395,-79.988044789,Evolver Tattoo Arts,,,,,,,,,,,,[South Side],True,21.70166667,3.379156747
551,A2NKxHr2Khc7rWg1lj5xfw,4,1,1,1,2.655172414,3.625,4,2.5,"[Health Markets, Gyms, Specialty Food, Food, Trainers, Fitness & Instruction, Active Life]",Pittsburgh,PA,"921 Freeport Rd
Pittsburgh, PA 15238",40.4868905,-79.8873601,Club One-Waterworks,,,,,,,,,,,,[],True,227.1,2.724680757
552,A2XkbJ07hrR80t0EFgLikQ,13,0,0,0,3.461704756,26.98333333,16,3.5,"[American (Traditional), Cafes, Restaurants]",Pittsburgh,PA,"639 Smithfield St
Downtown
Pittsburgh, PA 15222",40.442558,-79.997214,Smithfield Cafe,full_bar,False,False,False,False,False,False,False,False,False,False,[Downtown],False,207.7816667,3.384634512
553,A38wziZJdYoijhC5S6uWCQ,76,27,22,6,3.866865956,192.35,98,4.0,"[Hotels & Travel, Event Planning & Services, Hotels]",Pittsburgh,PA,"107 6th St
Downtown
Pittsburgh, PA 15222",40.4438005,-80.0023331,Renaissance Pittsburgh Hotel,,,,,,,,,,,,[Downtown],True,92.38,3.275257992
554,A3EEauNaKb-keqignlBZkA,3,1,1,0,4.0,16.01166667,3,4.0,"[Shopping Centers, Shopping]",Pittsburgh,PA,"301 Grant St Ste 20
Downtown
Pittsburgh, PA 15219",40.4380067,-79.9988746,One Oxford Centre,,,,,,,,,,,,[Downtown],True,58.71666667,3.02821459
555,A3ryEM41LVJ8WPTQLDzbHg,10,6,5,2,4.264390372,12.74,11,4.0,"[Tobacco Shops, Shopping]",Pittsburgh,PA,"54 S 12th St
South Side
Pittsburgh, PA 15203",40.4289929,-79.9866376,Bloom Cigar Company,,,,,,,,,,,,[South Side],True,197.6683333,3.953980152
556,A61mX9Ed_txnw-S9idIdZg,101,39,27,11,3.866264385,169.5883333,117,3.5,"[Pizza, Restaurants]",Pittsburgh,PA,"5996 Penn Cir S
Shadyside
Pittsburgh, PA 15206",40.4596217,-79.9256028,Dinette,beer_and_wine,False,False,False,False,False,False,False,True,False,False,[Shadyside],True,51.93166667,4.784588722
557,AANB0f7QapfE3WxDiqb9hA,3,0,0,0,3.904411765,3.626666667,3,4.5,[Nightlife],Pittsburgh,PA,"4114 Main St
Bloomfield
Pittsburgh, PA 15224",40.465157,-79.9547682,Teabags,full_bar,False,False,False,False,False,False,False,False,False,,[Bloomfield],True,86.91166667,3.108520145
558,AAcw9y30cRuMo0oa8UBiIw,7,5,4,3,3.426578561,6.81,7,3.5,"[Pizza, Restaurants]",Pittsburgh,PA,"1223 Woods Run Ave
North Side
Pittsburgh, PA 15212",40.4763098,-80.0311303,Wiseguys Pizza,,False,False,False,False,False,False,False,False,False,True,[North Side],True,227.1,2.724680757
559,AD0FE_5dM7pWy5YdbMZaGQ,103,34,22,9,3.945976732,130.2216667,110,4.0,"[Seafood, Steakhouses, Restaurants]",Pittsburgh,PA,"2350 Railroad St
Strip District
Pittsburgh, PA 15222",40.4541546,-79.9822156,Cioppino,full_bar,False,False,False,False,False,False,False,False,True,False,[Strip District],True,38.07333333,3.820784451
560,AD5dYhKTUh2BdFXAd-IYPQ,13,7,7,0,2.978720817,13.70666667,11,3.5,"[Arts & Entertainment, Performing Arts]",Pittsburgh,PA,"17th & Smallman St
Strip District
Pittsburgh, PA 15222",40.4503391,-79.9867761,Terror Town,,,,,,,,,,,,[Strip District],True,227.1,2.724680757
561,ADEAmLIP2Px02oErSef5KQ,3,2,1,0,2.067615658,2.81,3,2.0,"[Home Cleaning, Home Services, Contractors]",Pittsburgh,PA,"Downtown
Pittsburgh, PA 15215",40.438355,-80.001983,KD's Klean Ups,,,,,,,,,,,,[Downtown],True,50.87,3.593735666
562,AEvxAw-qe9iPSsIjlNE2JQ,9,2,2,1,3.795359142,14.29333333,12,4.0,"[Pet Services, Veterinarians, Pets]",Pittsburgh,PA,"611 Greenfield Ave
Greenfield
Pittsburgh, PA 15207",40.4264806,-79.9392937,Greenfield Veterinary Hospital,,,,,,,,,,,,[Greenfield],True,350.2116667,3.346133529
563,AH1PrZQDIdjpKgy1z8XxUg,20,6,4,2,3.704130201,32.565,23,3.5,"[Greek, Sandwiches, Salad, Restaurants]",Pittsburgh,PA,"400 Smithfield St
Downtown
Pittsburgh, PA 15222",40.4387143,-79.9994904,Zorba's Gyros,none,False,False,True,False,False,False,False,False,False,False,[Downtown],True,350.2116667,3.346133529
564,AJL0RCaSSA1NBay-XJ1pJw,25,8,6,2,3.831899349,100.1483333,27,4.0,"[Dive Bars, Bars, Nightlife, Karaoke]",Pittsburgh,PA,"140 S 18th St
South Side
Pittsburgh, PA 15203",40.4265756,-79.9809836,Jekyl & Hyde,full_bar,False,False,True,False,False,False,False,False,False,False,[South Side],True,314.7483333,3.781153196
565,AJVRAkLUB7ps0ARYWk6QtQ,1,0,0,0,3.470487596,7.793333333,3,4.5,"[Books, Mags, Music & Video, Shopping]",Pittsburgh,PA,"2705 E Carson St
SouthSide Works
South Side Slopes
Pittsburgh, PA 15203",40.42488,-79.98096,Joseph-Beth Booksellers,,,,,,,,,,,,[South Side Slopes],False,51.93166667,4.784588722
566,AJ_tIT3N1SLLmlphsc94BA,92,29,19,9,3.711844207,192.9916667,107,3.5,"[American (New), Restaurants]",Pittsburgh,PA,"900 Penn Ave
Downtown
Pittsburgh, PA 15222",40.443611,-79.9980439,Nine On Nine,full_bar,False,True,False,False,False,False,False,False,False,False,[Downtown],True,39.17833333,3.224486323
567,AJiwOb0s5zpYu0NW7Jvrpg,11,0,0,0,3.893230835,15.61,12,3.5,"[Hotels & Travel, Event Planning & Services, Hotels]",Pittsburgh,PA,"875 Greentree Rd
Ste 2
Greentree
Pittsburgh, PA 15220",40.4244926,-80.0416254,Best Western - Parkway Center Inn,,,,,,,,,,,,[Greentree],True,20.67666667,3.212800258
568,AK5vEe8X2Ynoivau1B3RlA,39,16,13,4,3.413378193,58.45333333,45,4.0,"[Thai, Cafes, Restaurants]",Pittsburgh,PA,"1703 E Carson St
South Side
Pittsburgh, PA 15203",40.428968829,-79.9817368981,Apsara Cafe,none,False,True,False,False,False,False,False,False,False,False,[South Side],True,207.7816667,3.384634512
569,AK8T92URfkOUoTAVd7l2EA,16,10,9,7,3.712185913,37.07833333,14,3.5,"[Food, Grocery]",Pittsburgh,PA,"910 Freeport Rd
Pittsburgh, PA 15238",40.4882107543,-79.8938473445,Giant Eagle Market District,,,,,,,,,,,,[],True,20.67666667,3.212800258
