,business_id,latitude_x,longitude_x,clusters,review_count,stars,categories,city,state
1013,-4bNlx03GsXzgkHZwTrMaw,40.4423244,-80.0019849,4,83,3.0,"[Bars, American (Traditional), Pubs, Nightlife, Sports Bars, Restaurants]",Pittsburgh,PA
1014,-iVcmhjfq79QoTWzrb6pKg,40.4481991,-79.8954753,26,71,4.5,"[Health Markets, Food, Vegetarian, Restaurants, Specialty Food]",Pittsburgh,PA
1015,3nCGTajeHIKp3uVsYPE9dA,40.365248,-79.98249,37,3,3.5,"[Local Services, Dry Cleaning & Laundry]",Pittsburgh,PA
1016,4LwhggEn27P6ku1NRD-PDw,40.407946,-80.085541,9,30,4.5,"[Sushi Bars, Japanese, Restaurants]",Carnegie,PA
1017,AfepPcFqr4FNnkXmeIzpww,40.459027,-79.926991,3,3,3.5,"[Keys & Locksmiths, Home Services]",Pittsburgh,PA
1018,CUjHTa8fE_0NhNA_I9E1XQ,40.4389613,-79.9551241,2,8,4.5,"[Pubs, Bars, Cafes, Nightlife, Restaurants]",Pittsburgh,PA
1019,EmHlwDc9RsK597NbJtyEmg,40.4451181376,-79.9145507812,246,12,3.5,"[American (New), Restaurants]",Pittsburgh,PA
1020,FAKevEJKD1D1Nccy6vccgA,40.4518432433,-79.9824968126,32,54,4.0,"[Food, Food Trucks]",Pittsburgh,PA
1021,TWjJpG5TqzVfJb7WeLUvMw,40.3936815,-80.0659157,34,4,4.0,"[Oil Change Stations, Automotive]",Pittsburgh,PA
1022,TwCjWhxMWWGr_v8RumpX1Q,40.462482,-80.096599,247,4,4.0,"[Active Life, Diving, Golf]",McKees Rocks,PA
1023,WlUFrLCVAXW-z4p-fn_Qdw,40.4476669,-80.0095963,57,3,4.5,"[Automotive, Parking]",Pittsburgh,PA
1024,_WaHLgLzALd2iThQAhC-sQ,40.4308853149,-80.0069656372,97,174,4.0,"[Bars, American (Traditional), Pubs, Nightlife, Gastropubs, Restaurants]",Pittsburgh,PA
1025,bBXvquZvRnxfYqkHsYpTtQ,40.4416303,-80.0330321,126,49,4.5,"[Breakfast & Brunch, Cafes, French, Restaurants]",Pittsburgh,PA
1026,hAe74kBgCuQUfn1kyVWA1w,40.444893,-79.9490053,2,9,2.0,"[Health & Medical, Dentists, General Dentistry]",Pittsburgh,PA
1027,hIA5NB8hGOoe3hUUHqg5xA,40.4289636,-79.9851922,15,6,3.5,"[Burgers, Restaurants]",Pittsburgh,PA
1028,jdCWPS_Gh2burgvscJd-MA,40.367679908,-79.9841868575,37,14,3.5,"[Indian, Himalayan/Nepalese, Restaurants]",Pittsburgh,PA
1029,k9nv3riDitrZO56UQaBgJA,40.421601,-80.058565,248,13,4.0,"[Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Hotels]",Pittsburgh,PA
1030,l_Wey2YC6NvVUIH8vTygGg,40.4578038,-79.9274383,3,61,4.0,"[Portuguese, Mediterranean, Restaurants]",Pittsburgh,PA
1031,n87ErWulYLE9kLva32CqAA,40.4286324,-79.9836899,15,12,4.5,"[Tattoo, Beauty & Spas]",Pittsburgh,PA
1032,tU-YtoW339PXJmUGSix_AQ,40.410874319,-79.9155451419,46,19,2.5,"[Bars, American (Traditional), Nightlife, Restaurants]",Homestead,PA
1033,xO6G96G_mjTO8lYcOCU5tA,40.436407,-79.9544839,2,4,3.5,"[Restaurants, Turkish]",Pittsburgh,PA
1034,y0rvUVCV4W1w5MyQGcz6UA,40.4565965,-79.9305788,3,23,4.0,"[Hair Salons, Day Spas, Beauty & Spas]",Shadyside,PA
1035,-nO_qj9eP-os3baYyh8eNA,40.455833,-80.006512,48,4,4.0,"[Pizza, Restaurants]",Pittsburgh,PA
1036,6b0HjdqjaxwWbIhWBmSBzQ,40.4377788125,-79.9923990787,4,7,1.5,"[Hotels & Travel, Event Planning & Services, Hotels]",Pittsburgh,PA
1037,6bZviOZehIwKA2ybRMXjAQ,40.437276,-79.997984,4,3,3.5,"[Local Services, Shipping Centers, Printing Services, Signmaking, Professional Services]",Pittsburgh,PA
1038,8FPhn34o7_hHXaXyU2JfeA,40.422663,-79.92851,24,33,3.5,"[Beauty & Spas, Nail Salons]",Pittsburgh,PA
1039,9poFd_TU50RiJoLWltvlvA,40.457577,-79.916807,60,3,3.5,"[Women's Clothing, Fashion, Shopping]",Pittsburgh,PA
1040,AJiwOb0s5zpYu0NW7Jvrpg,40.4244926,-80.0416254,249,12,3.5,"[Hotels & Travel, Event Planning & Services, Hotels]",Pittsburgh,PA
1041,BU9oM4IZ-AN7i1dinYoi4Q,40.442228,-80.003107,4,4,5.0,"[Shopping, Jewelry]",Pittsburgh,PA
1042,Cbjk9o7sey49xnv_geotww,40.4289202,-80.0074459,97,47,4.0,"[Uzbek, Russian, Halal, Restaurants]",Pittsburgh,PA
1043,CqHTknOJHZZncWzGtpbNsA,40.4620001,-79.9838764,250,5,2.5,"[Pizza, Restaurants]",Pittsburgh,PA
1044,E_-4Y9vn-u-dPgp33TLRUQ,40.4610792,-79.9479205,3,10,3.0,"[Food, Coffee & Tea]",Pittsburgh,PA
1045,FtjvnLhh51ZBYEpKAARaFQ,40.4483207,-80.0043186,57,93,3.0,"[American (New), Restaurants]",Pittsburgh,PA
1046,GjbCtTIClnXdsJ8W3j8GZw,40.390315,-79.865458,251,21,2.5,"[Burgers, American (Traditional), Sandwiches, Restaurants]",West Mifflin,PA
1047,IXBN4eEqgNNGFA15xCTMgQ,40.4542069,-79.979898,32,6,5.0,"[Hair Salons, Barbers, Hair Removal, Hair Stylists, Beauty & Spas]",Pittsburgh,PA
1048,MY4yiFzldu8GpzwUAaF_EQ,40.4523312,-79.9837424,32,3,4.5,"[Churches, Religious Organizations]",Pittsburgh,PA
1049,Mfr6NLYVRC_lom-oU3ehQw,40.4602716,-79.9251042,3,37,4.0,"[American (New), Restaurants]",Pittsburgh,PA
1050,NTuAHWEaVCZvSF7owONQ8A,40.4363749,-79.9627095,81,3,5.0,"[Arts & Entertainment, Performing Arts]",Pittsburgh,PA
1051,XdDSKZ_1I2qP8QHrrwmz5Q,40.4282768,-79.9761227,15,5,3.5,"[Restaurants, Italian]",Pittsburgh,PA
1052,d6eqlH4tKE2VmiTPN6TOEw,40.427545,-79.9691479,15,13,3.0,"[Mexican, Restaurants]",Pittsburgh,PA
1053,g10zmpUzmMJOOIjj_JJPvg,40.4117061676,-79.9059313113,252,7,3.0,"[Department Stores, Fashion, Shopping]",Homestead,PA
1054,jK5zpGrLx9frZKFuGp5HTQ,40.3930420493,-80.0370368072,65,26,4.0,"[Thai, Restaurants]",Pittsburgh,PA
1055,jSqhVWUquT3fGREmNdKdUA,40.442035,-80.002556,4,206,4.0,"[Bars, Chinese, Nightlife, Sandwiches, Restaurants, Dim Sum]",Pittsburgh,PA
1056,pFpcdzPcPz1OtTSlC_eUcA,40.451832,-79.932424,25,19,5.0,"[Skin Care, Day Spas, Beauty & Spas]",Pittsburgh,PA
1057,rzcK-fYhrQGLt9uvv-Boxg,40.3778666,-80.0032927,253,3,1.0,"[Tires, Automotive, Auto Repair, Oil Change Stations]",Pittsburgh,PA
1058,zMJM_bYGj8x2ewzNfMRUkA,40.368226,-79.872325,254,6,3.0,"[Pizza, Restaurants]",West Mifflin,PA
1059,zdQtFKPC6FmF-fYqX73baA,40.4322731315,-80.004157615,13,81,4.5,"[Landmarks & Historical Buildings, Public Services & Government]",Pittsburgh,PA
1060,0hrB2iwQZ52VZcZWYywXrA,40.40682,-79.912788,92,10,4.5,"[Automotive, Body Shops]",Homestead,PA
1061,6c2pWWtdQZA3w5raX6k-dg,40.385508,-79.903491,176,3,3.5,"[Barbers, Beauty & Spas]",Homestead,PA
1062,7lDNKKxMV84KIS1OVZOepw,40.4325271,-79.8939064,88,10,3.0,"[Bars, Nightlife]",Pittsburgh,PA
1063,9KsHPdF1-P_CiXnvugdQvQ,40.4295093304,-80.0079572304,97,7,1.5,"[Food, Grocery]",Pittsburgh,PA
1064,F04xyOUA2xnUoCiWpx9iJA,40.3688246817,-80.0843536574,191,3,3.0,"[Local Services, Dry Cleaning & Laundry, Sewing & Alterations]",Carnegie,PA
1065,GpoeaJPDfQpn_CnnnfeV5Q,40.357482,-80.002086,255,4,4.5,"[Active Life, Gyms, Fitness & Instruction]",Pittsburgh,PA
1066,IX8FoKD6Gjha0pePoBrSqQ,40.458548,-79.9246736,3,9,3.0,"[Local Services, Dry Cleaning & Laundry, Shoe Repair]",Pittsburgh,PA
1067,IfLn-5ZVXUCDmp6Dl_XA7g,40.4787959,-79.9519353,256,7,5.0,"[Food, Grocery]",Pittsburgh,PA
1068,PLAN0dXgsT6f66DY47w4kg,40.432826,-79.927,257,5,3.0,"[Local Services, Dry Cleaning & Laundry]",Pittsburgh,PA
1069,PaD_6AJMbLt84QU8T6ymow,40.4608794683,-79.9286788626,3,17,4.5,"[Transmission Repair, Automotive]",Pittsburgh,PA
1070,TvbHg-SFHw_KX4k1D1OPOQ,40.4286476,-79.9838735,15,3,4.5,"[Men's Clothing, Fashion, Shopping, Shoe Stores]",Pittsburgh,PA
1071,XC9blQA9Mk4w7oKVJ0nJXw,40.4587171,-79.9254048,3,3,4.5,"[Women's Clothing, Men's Clothing, Fashion, Shopping]",Pittsburgh,PA
1072,ZF58mOM_ACiIhmwr8s_G1w,40.4356563,-80.0658779,183,44,4.0,"[Restaurants, Pizza, Italian]",Pittsburgh,PA
1073,a2rZNOWutYXFLsz74M1Fng,40.384324,-79.978081,94,3,4.5,"[Barbeque, Restaurants]",Pittsburgh,PA
1074,bWWrrsPWuoHuAGUCgH8Tyg,40.4441681,-79.994852,4,85,3.5,"[Hotels & Travel, Event Planning & Services, Hotels]",Pittsburgh,PA
1075,eLkBRsYesFMzlUghEZAwYg,40.4438457856,-79.9422955696,258,7,3.5,"[Books, Mags, Music & Video, Shopping]",Pittsburgh,PA
1076,exyrJvzW0pXIfeWwJwYBvA,40.475707,-79.920425,203,102,4.0,"[Japanese, Restaurants]",Pittsburgh,PA
1077,hxSNB2FA9jc2LHGWA2n4LA,40.4581562639,-79.9346383818,3,27,4.0,"[Food, Grocery]",Pittsburgh,PA
1078,mbKM8aLB3H7BCEGbQspPFw,40.455575,-79.9779889,32,3,5.0,"[Event Planning & Services, Caterers]",Pittsburgh,PA
1079,pmvTuJJ-4A4XggDWYK-8WQ,40.4616024,-79.948922,3,3,5.0,"[Shopping, Drugstores]",Pittsburgh,PA
1080,utIjhLQ4aowlreRuchFpBA,40.4516136,-80.0174961,8,64,4.5,"[Sandwiches, Restaurants]",Pittsburgh,PA
1081,vOpbwhGXsqGyntB1R8Jf-w,40.465745,-79.965389,10,3,4.5,"[Children's Clothing, Fashion, Shopping, Home & Garden, Men's Clothing, Women's Clothing]",Pittsburgh,PA
1082,w-RzHsvV05yT2K-JC8DJUA,40.4436254,-79.9957164,4,19,3.5,"[Sandwiches, Restaurants]",Pittsburgh,PA
1083,1PB9xsunCoSccTmAvjMlhA,40.4333064,-79.9231271,19,52,4.0,"[Burmese, Chinese, Restaurants]",Pittsburgh,PA
1084,96AU4ZYlzP8G0YwKvq7fFg,40.4877365381,-79.8815777153,40,29,3.0,"[Mexican, Restaurants]",Pittsburgh,PA
1085,BFG2ed8LgIo5TNsrwgxu8g,40.436272,-79.958116,259,18,2.5,"[Soup, Sandwiches, Salad, Restaurants]",Pittsburgh,PA
1086,BL3JjW4GiljNbGn90Bk_Fg,40.4262373,-79.9654506,15,15,2.5,"[Food, Coffee & Tea]",Pittsburgh,PA
1087,G-PlXGCY3G4zNOUzD61ZDA,40.467794,-79.926611,260,5,5.0,"[Auto Repair, Automotive]",Pittsburgh,PA
1088,NezYty89H0PtLr76V17Z-Q,40.4428269,-80.0017988,4,26,4.5,"[Hair Salons, Beauty & Spas, Hair Removal, Nail Salons]",Pittsburgh,PA
1089,QoDa50dc7g62xciFygXB9w,40.3922071,-80.0691338,261,5,4.0,"[Veterinarians, Pets]",Pittsburgh,PA
1090,SnRM1Kx4r2e5jwUCgafyNA,40.465294,-79.9543209,3,13,4.0,"[Coffee & Tea, Shopping, Florists, Food, Party & Event Planning, Event Planning & Services, Flowers & Gifts]",Pittsburgh,PA
1091,ZGeGk2M2plNH8JjHNoubgg,40.456274,-79.941959,3,14,3.0,"[Health & Medical, Urgent Care]",Pittsburgh,PA
1092,aPSxYkf_L6hd2h-ZGDPW4w,40.4283757,-79.9778,15,4,3.5,"[Hobby Shops, Art Supplies, Shopping, Arts & Crafts]",Pittsburgh,PA
1093,cRv7pLvIe3eI0efndQBcLg,40.4010646,-80.0434725,1,4,3.0,"[Food, Beer, Wine & Spirits]",Pittsburgh,PA
1094,ds6xjxHW9aJpYXA44DacZQ,40.3939438279,-80.0632630227,171,16,3.5,"[American (Traditional), Barbeque, Restaurants]",Pittsburgh,PA
1095,kNirc8dWKg7C2Y8EmtyhVg,40.4346901,-80.006389,13,99,3.0,"[Hotels & Travel, Event Planning & Services, Hotels]",Pittsburgh,PA
1096,nDqJ0LZIho7UeMox6IvQpA,40.442124,-79.9955389,4,10,4.5,"[Barbers, Beauty & Spas]",Pittsburgh,PA
1097,sB-Mo3bBzqUEfm7O1xV_KA,40.4533604702,-80.0022396337,22,71,4.0,"[Asian Fusion, Restaurants]",Pittsburgh,PA
1098,tDGZPb1XIR5yGCL7pNwU4g,40.3816639,-80.0446438,30,7,4.5,"[Hair Salons, Day Spas, Hair Extensions, Hair Stylists, Beauty & Spas]",Pittsburgh,PA
1099,2jeEgmAXqxuHXw0K0kpBWA,40.391166505,-80.0738196549,142,65,4.0,"[Breakfast & Brunch, Restaurants]",Green Tree,PA
1100,3xtsKiY-vUUa3yWrBhYIqA,40.433881,-80.031424,262,10,4.0,"[Diners, Restaurants]",Pittsburgh,PA
1101,5MAYRVHUxr-xVBycF3VoYg,40.413914,-80.048652,263,4,4.0,"[Home Services, Home Inspectors]",Pittsburgh,PA
1102,5Udv4CASAXB2eH66TefWPQ,40.3897336,-80.0409102,177,87,3.5,"[American (New), Restaurants]",Pittsburgh,PA
1103,Gei3URlGZSiW2qZdwJ1Sdw,40.385508,-79.903491,176,8,3.5,"[Delis, Sandwiches, Restaurants]",Munhall,PA
1104,HxXIg7wr6LDAKuXmeK1lNw,40.4362664,-79.9228713,19,5,4.0,"[Local Services, Sewing & Alterations]",Pittsburgh,PA
1105,J4Y6BSwxGxD7mznM45ykeA,40.4445302592,-79.9488186836,2,86,2.5,"[Food, Bagels, Coffee & Tea]",Pittsburgh,PA
1106,J6GhOOZKLMiOCmjvl1BDaw,40.441532,-79.995221,4,5,2.5,"[Restaurants, Italian]",Pittsburgh,PA
1107,Lu33OuE6z-H721Nj72n6ww,40.4265662,-79.9659309,15,15,2.5,"[American (New), Restaurants]",Pittsburgh,PA
1108,MCSp40xkhRoNw2OVtRSG6w,40.3813464,-80.0443074,30,3,4.0,"[Local Services, Jewelry Repair, Shopping, Jewelry]",Mount Lebanon,PA
1109,WV2OClFHiG0_obPY559cKA,40.4394231,-79.9994183,4,3,1.5,"[Shopping, Drugstores]",Pittsburgh,PA
1110,XtN9tcefxJtubhUSH_Xg3g,40.4516497734,-79.9831724167,32,114,4.0,"[Peruvian, Latin American, Restaurants]",Pittsburgh,PA
1111,dEuJ4A6v1lUDKF8wWwxy_w,40.499398,-80.07249,264,8,1.5,"[Hotels & Travel, Event Planning & Services, Hotels]",Pittsburgh,PA
1112,jPFmnprx_NbQRDMiQd-YAA,40.357799,-80.001092,255,70,4.0,"[Steakhouses, Japanese, Chinese, Restaurants]",Pittsburgh,PA
1113,l_XX0Oij03f6R3j3uyaW1g,40.4592997,-79.9265915,3,4,3.0,"[Shopping, Drugstores, Beauty & Spas, Food, Convenience Stores, Cosmetics & Beauty Supply]",Pittsburgh,PA
1114,sNAkXEFFKRAnzlbXk45h9g,40.4578438,-79.9282196,3,19,4.5,"[Pets, Pet Stores]",Pittsburgh,PA
1115,teuJ6naUzJNqPJi4e4RaiA,40.4439183,-80.0018125,4,29,4.0,"[Arts & Entertainment, Performing Arts]",Pittsburgh,PA
1116,ujf4yYNRDREy47XJR-ToSw,40.4152656,-79.9239297,89,6,5.0,"[Health & Medical, Urgent Care]",Pittsburgh,PA
1117,vcZWlI0eHiGwlUfP-5Ov8Q,40.4758777,-79.9195703,203,306,4.0,"[Thai, Restaurants]",Pittsburgh,PA
1118,vpr2y1e3VFRSg6UszEuc0A,40.4346061,-79.9554671,265,25,2.5,"[Pizza, Restaurants]",Pittsburgh,PA
1119,vstIA3LUwj9mSwyDOIQl9A,40.4389561311,-80.0693578273,102,8,3.5,"[Pizza, Restaurants]",Crafton,PA
1120,w8N1BIB2MiP53PM7ouYPQQ,40.458955,-79.932441,3,5,2.0,"[Automotive, Gas & Service Stations]",Pittsburgh,PA
1121,ysb8Ew0j3mta6c0xUxBM5g,40.4942426,-79.8598478,182,6,3.5,"[Arts & Entertainment, Nightlife, Music Venues]",Pittsburgh,PA
1122,4mNRylz5SZZ-dhJOLmfkBg,40.419454,-79.850259,266,88,3.5,"[Wine Bars, Bars, Restaurants, Nightlife, Italian]",Pittsburgh,PA
1123,4oJvRnEDjpJmOAQXOT1iaA,40.4661326865,-79.9649008736,10,4,4.5,"[Women's Clothing, Fashion, Shopping]",Pittsburgh,PA
1124,5eCbn-WUr2YIQODHfVP7Sw,40.428796,-79.976795,15,9,3.5,"[American (Traditional), Restaurants]",Pittsburgh,PA
1125,6ilJq_05xRgek_8qUp36-g,40.413496,-79.9044562,124,48,2.0,"[Burgers, Fast Food, Restaurants]",Munhall,PA
1126,83_p9vIqOq1TUIf3_GD7bA,40.4748883,-79.9188657,203,106,4.5,"[Food, Coffee & Tea, Cafes, Restaurants]",Pittsburgh,PA
1127,AcD5G-u_GvLSnL4Vppq80A,40.4574609,-79.9750607,32,8,4.5,"[Midwives, Health & Medical]",Pittsburgh,PA
1128,G35Hz7qpBKqrOiDevcfh7A,40.3659582,-80.0132463,98,5,5.0,"[Bakeries, Food]",Pittsburgh,PA
1129,INZy3JdhMK-2uEzZhHblLA,40.43153,-79.946537,267,3,5.0,"[Active Life, Parks]",Pittsburgh,PA
1130,L6yf7W3uvCHdLrmLmPLJ8Q,40.4959456,-79.9606482,268,3,3.5,"[Dive Bars, Bars, Nightlife]",Pittsburgh,PA
1131,Nwo25wdokkG37VMUfmqNVg,40.4282626,-79.9739619,15,5,3.5,"[Mexican, Restaurants]",Pittsburgh,PA
1132,PxN0tiGWY-ApyP9N0TgRmA,40.441067,-79.9591202,2,12,3.5,"[Middle Eastern, Sandwiches, Restaurants]",Pittsburgh,PA
1133,Q4ULAiIE2qCA4RYplCTrUQ,40.4507422,-79.9855384,32,813,3.5,"[Nightlife, Bars, Sandwiches, Restaurants]",Pittsburgh,PA
1134,QfIQGqCuLn2gi5svCkvWng,40.445045,-79.960411,269,14,4.0,"[Arts & Entertainment, Stadiums & Arenas]",Pittsburgh,PA
1135,YMEtEsUDQKOYJOcE5Fx3gQ,40.4754755,-79.9196258,203,32,4.5,"[Bakeries, Food, Specialty Schools, Education, Cooking Schools]",Pittsburgh,PA
1136,ZBG0wAGUl2Kqj3UbqiXo2A,40.4341914,-79.9230121,19,22,4.0,"[Asian Fusion, American (New), Restaurants]",Pittsburgh,PA
1137,fNGIbpazjTRdXgwRY_NIXA,40.3964688,-80.0849416,51,7,4.0,"[Bars, American (Traditional), Nightlife, Lounges, Restaurants]",Carnegie,PA
1138,nBklbtxxRT1kBFW_0XUFxQ,40.4879361,-79.8790541,40,11,4.0,"[Veterinarians, Pets]",Pittsburgh,PA
1139,oCURIPcfHUZrIeZ5FvDoJA,40.4501061,-79.9867628,32,9,3.5,"[Arts & Crafts, Shopping, Costumes, Wigs]",Pittsburgh,PA
1140,rtHMAC_eh46jldMEX21Zxg,40.4523561,-79.9839206,32,24,5.0,"[Food, Street Vendors]",Pittsburgh,PA
1141,vam1Rpivi_ouxZX6I8Nv5A,40.4461088,-79.9546865,2,23,3.0,"[Hotels & Travel, Event Planning & Services, Hotels]",Pittsburgh,PA
1142,wJbosmL0uiorlM9RH-tzXw,40.4595657,-79.9280203,3,6,3.5,"[Active Life, Escape Games]",Pittsburgh,PA
1143,z4cguIVh7jL9tTPf5EqRcA,40.4458133275,-79.9962221769,4,22,3.5,"[Event Planning & Services, Venues & Event Spaces]",Pittsburgh,PA
1144,-vVQyTVHitF6TOHGijVXxQ,40.4288765,-79.9801694,15,484,4.0,"[American (Traditional), Restaurants]",Pittsburgh,PA
1145,1IwQhGGOrVNGGQskR_3uLw,40.4609626,-79.9265025,3,4,5.0,"[Libraries, Public Services & Government]",Pittsburgh,PA
1146,6BE16zjI11ie57QFCat-Jg,40.408036,-79.89543,270,4,5.0,"[Food, Arts & Entertainment, Wineries]",Munhall,PA
1147,AANB0f7QapfE3WxDiqb9hA,40.465157,-79.9547682,3,3,4.5,[Nightlife],Pittsburgh,PA
1148,BBfTiaMxtNOSa_sthMy9Pg,40.439423,-79.956095,2,19,3.5,"[Dive Bars, Bars, Nightlife]",Pittsburgh,PA
1149,Lml0-yTNsMYsP9IrSMxw9A,40.4972056,-80.0583585,31,9,3.0,"[Chinese, Restaurants]",Bellevue,PA
1150,PD8RfY1y8L4cUVaL2G0GIg,40.4306493,-79.9230508,19,14,4.0,"[Food, Coffee & Tea]",Pittsburgh,PA
1151,QnyzlVMyx0Exri-Lay10cA,40.3885629,-80.0493898,20,19,3.5,"[Sushi Bars, Japanese, Restaurants]",Pittsburgh,PA
1152,bNcpFUQZ6sDcn7j08S213w,40.4941766,-79.9397319,271,4,5.0,"[Local Services, Self Storage]",Pittsburgh,PA
1153,cHnGuTawWJJZ_2t1FM18Iw,40.451588,-79.851649,272,5,5.0,"[Photographers, Session Photography, Event Planning & Services, Event Photography]",Pittsburgh,PA
1154,ejFoNCTG4B374bc1sVcidQ,40.444893,-79.9490053,2,24,4.5,"[Books, Mags, Music & Video, Shopping, Antiques, Bookstores]",Pittsburgh,PA
1155,fI4vZhMLxuyoY6Q7BzVcLQ,40.4888658,-79.8746294,139,58,3.5,"[Asian Fusion, Chinese, Restaurants]",Pittsburgh,PA
1156,kE8_tdip6tvt2jXp-KdwBw,40.4688612,-79.9616167,10,6,2.5,"[Pizza, Restaurants]",Pittsburgh,PA
1157,nAq1WqDfNXOx5gPnB16csw,40.3977539,-79.9233956,273,3,2.0,"[Dive Bars, Bars, Nightlife]",West Homestead,PA
1158,sm1cW8PibBLLHyO0e-Mckw,40.4378359,-79.9206268,19,21,4.0,"[Music & DVDs, Books, Mags, Music & Video, Shopping]",Pittsburgh,PA
1159,2E8PDh_4iBuxhWghx9jdQQ,40.430405,-80.008647,97,4,3.5,"[Flowers & Gifts, Shopping, Florists]",Mount Washington,PA
1160,2zcGwt0ApFMZhD2TH_voGw,40.4417791829,-79.9983272699,4,13,4.0,"[Delis, Cafes, Restaurants]",Pittsburgh,PA
1161,4e1FfJ1QxKa3L8TJHOtg7g,40.4601392,-79.9467527,3,11,4.5,"[Books, Mags, Music & Video, Cafes, Shopping, Restaurants, Bookstores]",Pittsburgh,PA
1162,7ijbLiiirSkA-TNHCZTe3g,40.4665086,-79.9539413,3,3,2.5,"[Chinese, Restaurants]",Pittsburgh,PA
1163,Ga0y-XHa4os_VvoHz21bfQ,40.396531,-79.987919,274,7,3.5,"[Pizza, Restaurants]",Pittsburgh,PA
1164,LzQ6FWDvXfqG0gJwNzrkow,40.436613,-79.954738,2,69,3.5,"[Korean, Restaurants]",Pittsburgh,PA
1165,MtHjMmIaWLWKva4FiftSgg,40.4288349,-79.9781367,15,3,3.5,"[Men's Clothing, Sporting Goods, Fashion, Shopping]",Pittsburgh,PA
1166,XAtra6d8bcQDXqDKZKiG9Q,40.4068308,-79.9169688,46,3,3.0,"[Thai, Restaurants]",Homestead,PA
1167,ZS4V8F5ctPBZWyI8zhZ5Qw,40.4286808132,-79.9843759347,15,13,4.0,"[Chicken Wings, Restaurants]",Pittsburgh,PA
1168,_YyIG79QgsrQL1nWgBwIlw,40.4338382,-80.0659218,183,12,3.5,"[Food, Donuts]",Pittsburgh,PA
1169,dYMndkef2V9oQSG31VbTsA,40.4403121,-79.9865727,4,4,5.0,"[Hair Salons, Beauty & Spas]",Pittsburgh,PA
1170,fRwzWb9l7UlqELcaujzZfg,40.440194,-80.0008258,4,4,2.5,"[Food, Convenience Stores]",Pittsburgh,PA
1171,j7kgLc4Uys_sb-H7_Velcg,40.4442087,-79.9946687,4,7,2.5,"[Delis, Restaurants, Event Planning & Services, Caterers]",Pittsburgh,PA
1172,jmquanz2qdn_IEgxmn0wsQ,40.4071527935,-79.9177637822,46,153,4.0,"[Burgers, Restaurants]",Homestead,PA
1173,kP0jBPlZBok4jiAq4vyFkw,40.4408395721,-80.0019693375,4,60,3.0,"[Italian, Comfort Food, Asian Fusion, Restaurants]",Pittsburgh,PA
1174,lypb1QKH0DX45XyjvhQujg,40.4443735,-79.9418166,258,4,4.5,"[Landmarks & Historical Buildings, Public Services & Government, Local Flavor]",Pittsburgh,PA
1175,oZLeVF5nZe-6nBTgnoOl2w,40.391243,-80.060459,171,10,2.0,"[Fast Food, Mexican, Tex-Mex, Restaurants]",Pittsburgh,PA
1176,1CAMCc3ewHXosPqYsYluWg,40.4647605,-79.9614884,169,14,4.5,"[Arts & Crafts, Shopping, Event Planning & Services, Party & Event Planning]",Pittsburgh,PA
1177,2yFs12GaXOGlYTKKm99NlQ,40.4566482,-80.0071604,48,9,5.0,"[Hair Salons, Eyelash Service, Beauty & Spas, Nail Salons]",Pittsburgh,PA
1178,3QEMZbvUWXHqag5Ao94Nhg,40.439204,-79.998642,4,4,4.0,"[Tobacco Shops, Shopping]",Pittsburgh,PA
1179,H5U-7FxwLOAbNhSy5jz3Hw,40.4406726,-80.0097356,275,3,3.5,"[Arts & Entertainment, Nightlife, Music Venues]",Pittsburgh,PA
1180,KzRKHxMImBMvIh_Vtf5oow,40.4254279,-79.945831,276,5,3.5,"[Car Wash, Automotive]",Pittsburgh,PA
1181,MkrQV_nyxyC1F5ut5KxDMQ,40.3573572094,-80.0519013405,112,11,3.5,"[Soup, Sandwiches, Salad, Restaurants]",Mount Lebanon,PA
1182,Pi195u1UJdTnNEsaR2Y7yA,40.3937094,-80.0467317,277,48,3.5,"[American (New), Restaurants]",Pittsburgh,PA
1183,QfCn6iJa2W17GZtrbh7v6g,40.393861,-80.063001,171,4,5.0,"[Active Life, Fitness & Instruction]",Pittsburgh,PA
1184,UNz6tkjiZn1RCq5oEa19gw,40.4855169,-79.9255017,35,10,4.5,"[Food, Coffee & Tea]",Pittsburgh,PA
1185,YYYqPljYe2WwzXuZO2L3zA,40.4279833,-79.9802551,15,13,4.5,"[Auto Repair, Automotive]",Pittsburgh,PA
1186,e4BoQqsyrguxP2IbqJderg,40.3565449,-79.896124,166,7,4.5,"[Shopping, Guns & Ammo]",Dravosburg,PA
1187,gClSqcwuLsgyZRCzhJc7Dg,40.4126484,-79.9016982,252,8,3.0,"[Shopping, Home Services, Building Supplies, Home & Garden, Hardware Stores, Nurseries & Gardening]",Homestead,PA
1188,kfVWqZlO-y0ag9ZCw7CMug,40.4546299,-80.0319928,96,5,4.0,"[Automotive, Body Shops]",Pittsburgh,PA
1189,mJmVtFKcmskMHNn77q5qpg,40.4426692,-79.998918,4,13,3.5,"[Fast Food, Restaurants]",Pittsburgh,PA
1190,mSjFI6gDPqUPwyNYuMioNg,40.4362777,-79.957924,259,31,2.5,"[Hotels & Travel, Event Planning & Services, Hotels]",Pittsburgh,PA
1191,mbHCyJ4l8Ddg4jJLy5c5sQ,40.480343,-79.954824,73,6,4.5,"[Shopping, Antiques]",Pittsburgh,PA
