,business_id,latitude_x,longitude_x,clusters,review_count,stars,categories,city,state,category_list
1008,sbTF0cLKZH6_BP8BLARVDg,40.4439388,-80.0006057,4,28,2.5,"[Tapas Bars, Bars, Nightlife, Restaurants]",Pittsburgh,PA,"['Tapas Bars', ' Bars', ' Nightlife', ' Restaurants', 70.0]"
1009,R9DQgj6_yMWbJNOanR-JtQ,40.4406248,-79.9958864,4,3,4.5,[Restaurants],Pittsburgh,PA,"['Restaurants', 13.5]"
1010,T9lBBARvdWU-Ji53nz0O8A,40.4383765,-79.9881618,4,3,4.5,"[Barbers, Tanning, Beauty & Spas]",Pittsburgh,PA,"['Barbers', ' Tanning', ' Beauty & Spas', 13.5]"
1011,dWEXG9aimhOXkbP4yw4UMg,40.4439011587,-80.0026876337,4,51,4.0,"[Turkish, Mediterranean, Restaurants]",Pittsburgh,PA,"['Turkish', ' Mediterranean', ' Restaurants', 204.0]"
1012,4D2FmqwuQ_OXypQkQqQZcw,40.4414335,-80.0020533,4,45,3.5,"[Wine Bars, Bars, Arts & Entertainment, Nightlife, Jazz & Blues]",Pittsburgh,PA,"['Wine Bars', ' Bars', ' Arts & Entertainment', ' Nightlife', ' Jazz & Blues', 157.5]"
1013,2ogxlmNxcE4yTJt9BAH8wQ,40.4427705,-79.9994015,4,3,5.0,"[Shopping, Jewelry]",Pittsburgh,PA,"['Shopping', ' Jewelry', 15.0]"
1014,0b6OAFt85maz05EuvYd_WQ,40.4435879,-79.9965296,4,19,3.5,"[Museums, Arts & Entertainment, Art Galleries, Shopping]",Pittsburgh,PA,"['Museums', ' Arts & Entertainment', ' Art Galleries', ' Shopping', 66.5]"
1015,Q2VnjIfwLcmZHX-YKKsdng,40.4406597,-79.9940035,4,52,2.5,"[American (New), Restaurants]",Pittsburgh,PA,"['American (New)', ' Restaurants', 130.0]"
1016,-xUkX5hO7MrMj9OwqMQ35A,40.443107,-80.0026309,4,46,3.5,"[Italian, Pizza, Restaurants]",Pittsburgh,PA,"['Italian', ' Pizza', ' Restaurants', 161.0]"
1017,YbzUYOY_ZIYTWGNw8sbgHw,40.4444316,-79.9956094,4,215,3.0,"[American (Traditional), Restaurants]",Pittsburgh,PA,"['American (Traditional)', ' Restaurants', 645.0]"
1018,RCo2xqW-7PU-gu4yaiSI3Q,40.439886,-80.0004154,4,16,3.0,"[Burgers, Restaurants]",Pittsburgh,PA,"['Burgers', ' Restaurants', 48.0]"
1019,swlpxJkixbPEaRJQHjSi4g,40.4404759529,-79.9990061671,4,3,4.0,"[Cafes, Restaurants]",Pittsburgh,PA,"['Cafes', ' Restaurants', 12.0]"
1020,teuJ6naUzJNqPJi4e4RaiA,40.4439183,-80.0018125,4,29,4.0,"[Arts & Entertainment, Performing Arts]",Pittsburgh,PA,"['Arts & Entertainment', ' Performing Arts', 116.0]"
1021,tYi1AaABtF3jX1mUIMuYcQ,40.4372052116,-79.9930095508,4,3,2.5,"[Fast Food, Sandwiches, Restaurants]",Pittsburgh,PA,"['Fast Food', ' Sandwiches', ' Restaurants', 7.5]"
1022,mnR9KualdR4VpDwd1oFa_A,40.4391577,-79.9978185,4,17,3.5,"[American (Traditional), Restaurants]",Pittsburgh,PA,"['American (Traditional)', ' Restaurants', 59.5]"
1023,Za0bV7GjMDbcc4nZY6K3HQ,40.438151,-80.0042484,4,15,2.5,"[Food, Sandwiches, Bagels, Breakfast & Brunch, Restaurants]",Pittsburgh,PA,"['Food', ' Sandwiches', ' Bagels', ' Breakfast & Brunch', ' Restaurants', 37.5]"
1024,_kYPWWaw4Mm_seTxdHR6aQ,40.4411816,-80.0027988,4,3,5.0,"[Active Life, Pilates, Fitness & Instruction]",Pittsburgh,PA,"['Active Life', ' Pilates', ' Fitness & Instruction', 15.0]"
1025,DMCNGlV2VA6dkD6z22bohw,40.4425298,-80.0002114,4,3,2.0,"[Food, Convenience Stores]",Pittsburgh,PA,"['Food', ' Convenience Stores', 6.0]"
1026,Lm_mR5xDF91OeZw97ch41g,40.4432622,-80.0026232,4,29,2.5,"[Thai, Restaurants]",Pittsburgh,PA,"['Thai', ' Restaurants', 72.5]"
1027,NhA_Fg-0ywtg8ut2RjUo0w,40.4409031096,-79.9955491349,4,5,2.5,"[Bakeries, Food, Cafes, Restaurants]",Pittsburgh,PA,"['Bakeries', ' Food', ' Cafes', ' Restaurants', 12.5]"
1028,_JFJMiT1xo4A-F0LiG_0WQ,40.4400691,-80.0007903,4,21,4.5,"[Hair Salons, Beauty & Spas, Hair Removal, Nail Salons]",Pittsburgh,PA,"['Hair Salons', ' Beauty & Spas', ' Hair Removal', ' Nail Salons', 94.5]"
1029,hHUxynhRliO0rdjgPYesOw,40.4431259036,-80.0015651596,4,18,4.0,"[Arts & Entertainment, Performing Arts]",Pittsburgh,PA,"['Arts & Entertainment', ' Performing Arts', 72.0]"
1030,BdTRQw4z-bxVfDlv-JSb7g,40.4442424,-79.9924126,4,4,2.0,"[Real Estate Services, Home Services, Real Estate]",Pittsburgh,PA,"['Real Estate Services', ' Home Services', ' Real Estate', 8.0]"
1031,oAld9JetfkrhwCwuQVU3dQ,40.4452966,-79.9932298,4,30,3.5,"[Music & DVDs, Books, Mags, Music & Video, Newspapers & Magazines, Shopping, Comic Books]",Pittsburgh,PA,"['Music & DVDs', ' Books', ' Mags', ' Music & Video', ' Newspapers & Magazines', ' Shopping', ' Comic Books', 105.0]"
1032,mhcl6QJJ_aNONgnAmfwfoQ,40.4380697,-79.9982823,4,5,3.5,"[Food, Coffee & Tea]",Pittsburgh,PA,"['Food', ' Coffee & Tea', 17.5]"
1033,yC4FDptvMZ_xsLn6jO0pvw,40.4425755,-80.0053813,4,5,4.0,"[Food, Coffee & Tea]",Pittsburgh,PA,"['Food', ' Coffee & Tea', 20.0]"
1034,5kD6dP9etfUqtyXUZu9ZyQ,40.4430211,-79.9967857,4,48,3.5,"[Pakistani, Indian, Restaurants]",Pittsburgh,PA,"['Pakistani', ' Indian', ' Restaurants', 168.0]"
1035,3QEMZbvUWXHqag5Ao94Nhg,40.439204,-79.998642,4,4,4.0,"[Tobacco Shops, Shopping]",Pittsburgh,PA,"['Tobacco Shops', ' Shopping', 16.0]"
1036,DGOlhi2qIxet3t96y3niXw,40.4427809,-79.997066,4,19,2.5,"[Buffets, Chinese, Restaurants]",Pittsburgh,PA,"['Buffets', ' Chinese', ' Restaurants', 47.5]"
1037,rNMEy4XYJfRE2-d9Qr7n5g,40.4389554,-79.9993319,4,31,4.5,"[Mediterranean, Restaurants]",Pittsburgh,PA,"['Mediterranean', ' Restaurants', 139.5]"
1038,2zcGwt0ApFMZhD2TH_voGw,40.4417791829,-79.9983272699,4,13,4.0,"[Delis, Cafes, Restaurants]",Pittsburgh,PA,"['Delis', ' Cafes', ' Restaurants', 52.0]"
1039,wBknEHf8gbKCWWEboul8ZQ,40.4403302,-79.9865124,4,12,3.0,"[Bars, Restaurants, American (Traditional), Sports Bars, Nightlife]",Pittsburgh,PA,"['Bars', ' Restaurants', ' American (Traditional)', ' Sports Bars', ' Nightlife', 36.0]"
1040,uCDUZlheKW_SA_qHvli8_Q,40.440143,-79.987907,4,30,4.0,"[Nightlife, Hotels & Travel, Bars, Event Planning & Services, Hotels]",Pittsburgh,PA,"['Nightlife', ' Hotels & Travel', ' Bars', ' Event Planning & Services', ' Hotels', 120.0]"
1041,dRhY_HXQKfue3UGUCeNO9Q,40.4380697,-79.9982823,4,10,3.0,"[Bakeries, Food]",Pittsburgh,PA,"['Bakeries', ' Food', 30.0]"
1042,kP0jBPlZBok4jiAq4vyFkw,40.4408395721,-80.0019693375,4,60,3.0,"[Italian, Comfort Food, Asian Fusion, Restaurants]",Pittsburgh,PA,"['Italian', ' Comfort Food', ' Asian Fusion', ' Restaurants', 180.0]"
1043,zH40ETirjYKKNfSxYqI3pg,40.4406248,-79.9958864,4,8,3.5,"[Food, Food Trucks]",Pittsburgh,PA,"['Food', ' Food Trucks', 28.0]"
1044,j7kgLc4Uys_sb-H7_Velcg,40.4442087,-79.9946687,4,7,2.5,"[Delis, Restaurants, Event Planning & Services, Caterers]",Pittsburgh,PA,"['Delis', ' Restaurants', ' Event Planning & Services', ' Caterers', 17.5]"
1045,fRwzWb9l7UlqELcaujzZfg,40.440194,-80.0008258,4,4,2.5,"[Food, Convenience Stores]",Pittsburgh,PA,"['Food', ' Convenience Stores', 10.0]"
1046,dYMndkef2V9oQSG31VbTsA,40.4403121,-79.9865727,4,4,5.0,"[Hair Salons, Beauty & Spas]",Pittsburgh,PA,"['Hair Salons', ' Beauty & Spas', 20.0]"
1047,Vkzr2JJdswDDW3U2n2xMZw,40.4430038,-80.0000446,4,12,3.5,"[Yelp Events, Local Flavor]",Pittsburgh,PA,"['Yelp Events', ' Local Flavor', 42.0]"
1048,-nfzEVOVvmDSFbxvBsllGQ,40.4436238,-79.9963285,4,28,2.5,"[Bars, Nightlife]",Pittsburgh,PA,"['Bars', ' Nightlife', 70.0]"
1049,dnslaCN5RLTTl5L2uCxKkQ,40.437022,-80.000401,4,3,2.0,"[Uzbek, Restaurants]",Pittsburgh,PA,"['Uzbek', ' Restaurants', 6.0]"
1050,DAOt75CziuEyRyEH2hQ2JQ,40.441944,-80.003333,4,3,4.0,"[Food, Coffee & Tea]",Pittsburgh,PA,"['Food', ' Coffee & Tea', 12.0]"
1051,4_ui2UwZ3n9SLTFIAL68Ew,40.4406248,-79.9958864,4,4,4.5,"[Food, Food Trucks]",Pittsburgh,PA,"['Food', ' Food Trucks', 18.0]"
1052,sMNFHAe0wKoEKKdo7FuFdw,40.4397781,-79.9888158,4,22,4.5,"[Arts & Entertainment, Professional Sports Teams]",Pittsburgh,PA,"['Arts & Entertainment', ' Professional Sports Teams', 99.0]"
1053,f0yYGHKjedEz8Uv2sQK9kQ,40.4416426,-79.999706,4,6,3.5,"[Vitamins & Supplements, Shopping]",Pittsburgh,PA,"['Vitamins & Supplements', ' Shopping', 21.0]"
1054,C4GHQTB-G0R2Geov298GLw,40.4460016,-79.9935003,4,422,4.0,"[American (New), Restaurants]",Pittsburgh,PA,"['American (New)', ' Restaurants', 1688.0]"
1055,v-y7cV0-ChxQp_5TyZ-KTg,40.4427477,-79.9939659,4,3,3.0,"[Bars, Nightlife]",Pittsburgh,PA,"['Bars', ' Nightlife', 9.0]"
1056,XY3sN_2uusMSU9i1WINFeg,40.4430419,-79.9986943,4,52,4.5,"[Opera & Ballet, Arts & Entertainment, Performing Arts]",Pittsburgh,PA,"['Opera & Ballet', ' Arts & Entertainment', ' Performing Arts', 234.0]"
1057,-23t2qOQWj8Kqp-Ijm1BQA,40.439226,-80.0017249,4,36,3.0,"[Chinese, Restaurants]",Pittsburgh,PA,"['Chinese', ' Restaurants', 108.0]"
1058,sTdSgE0MpNP-ihaSYs4IHw,40.4395219,-79.998357,4,10,3.0,"[American (New), Restaurants]",Pittsburgh,PA,"['American (New)', ' Restaurants', 30.0]"
1059,NjAVQIZm0rfR0qHQu7W0PA,40.4406248,-79.9958864,4,4,3.0,"[Movers, Home Services]",Pittsburgh,PA,"['Movers', ' Home Services', 12.0]"
1060,mJmVtFKcmskMHNn77q5qpg,40.4426692,-79.998918,4,13,3.5,"[Fast Food, Restaurants]",Pittsburgh,PA,"['Fast Food', ' Restaurants', 45.5]"
1061,ibeYJbVaxeimBdTUkIVSRQ,40.443036,-79.998621,4,21,4.5,"[Arts & Entertainment, Performing Arts, Nightlife, Comedy Clubs]",Pittsburgh,PA,"['Arts & Entertainment', ' Performing Arts', ' Nightlife', ' Comedy Clubs', 94.5]"
1062,3ulOUFEOHcprENUsXtCKig,40.4419737,-80.0034017,4,3,3.5,"[Optometrists, Health & Medical, Shopping, Eyewear & Opticians]",Pittsburgh,PA,"['Optometrists', ' Health & Medical', ' Shopping', ' Eyewear & Opticians', 10.5]"
1063,g4cydNKVT-W3WCu4A67y1w,40.4427809,-79.997066,4,3,3.5,"[Chinese, Restaurants]",Pittsburgh,PA,"['Chinese', ' Restaurants', 10.5]"
1064,k8Vih-WEeO5Jmilhbm2xmg,40.443791,-79.997166,4,189,3.5,"[Bars, Restaurants, Pubs, Nightlife, American (New), Belgian]",Pittsburgh,PA,"['Bars', ' Restaurants', ' Pubs', ' Nightlife', ' American (New)', ' Belgian', 661.5]"
1065,IdPWiMJnUNa7DksA-Vg-Dg,40.4434132,-79.9961509,4,6,2.0,"[Asian Fusion, Restaurants]",Pittsburgh,PA,"['Asian Fusion', ' Restaurants', 12.0]"
1066,06SQoq5EV4XAY-yKrEtCQg,40.4432268,-80.0048354,4,5,3.0,"[Hotels & Travel, Car Rental]",Pittsburgh,PA,"['Hotels & Travel', ' Car Rental', 15.0]"
1067,d_HeDrR7K4oPUIeRVLytZg,40.4461863,-80.0120666,5,69,4.0,"[Arts & Entertainment, Venues & Event Spaces, Nightlife, Music Venues, Event Planning & Services]",Pittsburgh,PA,"['Arts & Entertainment', ' Venues & Event Spaces', ' Nightlife', ' Music Venues', ' Event Planning & Services', 276.0]"
1068,42hkpcthl6tJFblVCgNvtw,40.4459705,-80.0108751,5,37,4.0,"[Burgers, Restaurants]",Pittsburgh,PA,"['Burgers', ' Restaurants', 148.0]"
1069,9lRJhLrLOgh0ZGhqsjBmLA,40.4456892967,-80.018228148,5,3,5.0,"[Museums, Arts & Entertainment]",Chateau,PA,"['Museums', ' Arts & Entertainment', 15.0]"
1070,qCdhI4LCUIuzbLKt6znEFg,40.4458370011,-80.0113584101,5,28,3.5,"[Restaurants, Italian]",Pittsburgh,PA,"['Restaurants', ' Italian', 98.0]"
1071,v6HiAVLwKiXZ9Yqvd4ubNg,40.4455502,-80.0113372,5,199,3.5,"[American (New), Restaurants]",Pittsburgh,PA,"['American (New)', ' Restaurants', 696.5]"
1072,5GS5sBSscgcex0IFTDL9Bg,40.4459596592,-80.0169205774,5,51,4.5,"[Professional Sports Teams, Arts & Entertainment, Stadiums & Arenas]",Pittsburgh,PA,"['Professional Sports Teams', ' Arts & Entertainment', ' Stadiums & Arenas', 229.5]"
1073,WcfPijF960O8DtSqoLIbcw,40.4458199,-80.0108553,5,82,2.0,"[Bars, American (Traditional), Pubs, Nightlife, Sports Bars, Restaurants]",Pittsburgh,PA,"['Bars', ' American (Traditional)', ' Pubs', ' Nightlife', ' Sports Bars', ' Restaurants', 164.0]"
1074,FbSfo_4DUCPiOpRTzlssJA,40.4466186,-80.0156681,5,95,4.5,"[Arts & Entertainment, Stadiums & Arenas, Venues & Event Spaces, Event Planning & Services]",Pittsburgh,PA,"['Arts & Entertainment', ' Stadiums & Arenas', ' Venues & Event Spaces', ' Event Planning & Services', 427.5]"
1075,mOJS2WaXrENCF1xvMFfYzA,40.445641,-80.013431,5,3,5.0,"[Landmarks & Historical Buildings, Public Services & Government]",Pittsburgh,PA,"['Landmarks & Historical Buildings', ' Public Services & Government', 15.0]"
1076,0Ov1O2Gd0dwjkSaj5NJbhg,40.4456730867,-80.0175065054,5,6,4.5,"[Arts & Entertainment, Cinema]",Pittsburgh,PA,"['Arts & Entertainment', ' Cinema', 27.0]"
1077,bET5TzrC4mpYTg398BmH2g,40.4459012,-80.0112553,5,19,2.5,"[Burgers, American (New), Restaurants]",Pittsburgh,PA,"['Burgers', ' American (New)', ' Restaurants', 47.5]"
1078,I7za9ps7AFc0CgCU-l5oEg,40.4455657435,-80.0179425975,5,3,4.5,"[Museums, Arts & Entertainment]",Pittsburgh,PA,"['Museums', ' Arts & Entertainment', 13.5]"
1079,I9hDvX0P1lrXjWVIrqglvw,40.4466022,-80.0139844,5,3,3.5,"[Arts & Entertainment, Art Galleries, Shopping, Fashion]",Allentown,PA,"['Arts & Entertainment', ' Art Galleries', ' Shopping', ' Fashion', 10.5]"
1080,WjLtEWGvPSIfwMZXUMHX8g,40.4459749,-80.0108508,5,83,3.0,"[Pubs, Bars, American (New), Nightlife, Restaurants]",Pittsburgh,PA,"['Pubs', ' Bars', ' American (New)', ' Nightlife', ' Restaurants', 249.0]"
1081,oYzxISMvvvDuphYHIZKZvw,40.445796217,-80.0180052022,5,80,4.0,"[Museums, Arts & Entertainment]",Pittsburgh,PA,"['Museums', ' Arts & Entertainment', 320.0]"
1082,FsY-8nYOCXyj9FoVxbjzTQ,40.471965,-80.037607,6,6,3.0,"[Bars, Gay Bars, Nightlife]",Pittsburgh,PA,"['Bars', ' Gay Bars', ' Nightlife', 18.0]"
1083,iC9zsSKlx2smt52gjf2VnA,40.4866876,-79.8885902,7,3,2.5,"[Barbers, Beauty & Spas]",Pittsburgh,PA,"['Barbers', ' Beauty & Spas', 7.5]"
1084,jgc_K9MEC-a_oXdy1frvKg,40.487933,-79.8873629,7,37,4.0,"[Mediterranean, Vegetarian, Middle Eastern, Restaurants]",Pittsburgh,PA,"['Mediterranean', ' Vegetarian', ' Middle Eastern', ' Restaurants', 148.0]"
1085,MTpI2V3O9sOp1WGeFwioDw,40.4867365067,-79.8871910479,7,8,2.0,"[Mexican, Restaurants]",Pittsburgh,PA,"['Mexican', ' Restaurants', 16.0]"
1086,_7lfqYwzjAqWV6fUCWXP_Q,40.4879566436,-79.8854012403,7,5,4.5,"[Food, Coffee & Tea]",Pittsburgh,PA,"['Food', ' Coffee & Tea', 22.5]"
1087,kwzqUgmdq9ZopW7dN95gsQ,40.4869236398,-79.891601729,7,22,2.0,"[Nightlife, Bars, Tex-Mex, Restaurants]",Pittsburgh,PA,"['Nightlife', ' Bars', ' Tex-Mex', ' Restaurants', 44.0]"
1088,A2NKxHr2Khc7rWg1lj5xfw,40.4868905,-79.8873601,7,4,2.5,"[Health Markets, Gyms, Specialty Food, Food, Trainers, Fitness & Instruction, Active Life]",Pittsburgh,PA,"['Health Markets', ' Gyms', ' Specialty Food', ' Food', ' Trainers', ' Fitness & Instruction', ' Active Life', 10.0]"
1089,G325ssFBWP4vwyifUAAF_A,40.48798137,-79.8891996081,7,12,2.0,"[Food, Discount Store, Grocery, Shopping, Drugstores]",Pittsburgh,PA,"['Food', ' Discount Store', ' Grocery', ' Shopping', ' Drugstores', 24.0]"
1090,NtV0tKJB-NzkJ3l4aYzSVg,40.48813,-79.886946,7,17,3.5,"[Italian, Pizza, Restaurants]",Pittsburgh,PA,"['Italian', ' Pizza', ' Restaurants', 59.5]"
1091,H27egCbna1FH8X8HFpLD_A,40.4869686,-79.8848614,7,9,2.0,"[Tires, Automotive, Auto Repair, Oil Change Stations]",Pittsburgh,PA,"['Tires', ' Automotive', ' Auto Repair', ' Oil Change Stations', 18.0]"
1092,PbgmARN5Ea5EH63Wx6BgUw,40.4884034,-79.8897281,7,17,3.0,"[Arts & Entertainment, Cinema]",Pittsburgh,PA,"['Arts & Entertainment', ' Cinema', 51.0]"
1093,cjniLFVWyRh0QO9v5Ach7w,40.4891772611,-79.8925406952,7,14,3.0,"[Soup, Sandwiches, Salad, Restaurants]",Pittsburgh,PA,"['Soup', ' Sandwiches', ' Salad', ' Restaurants', 42.0]"
1094,x8GTTMIAtUJ5EsIMnsOacQ,40.4891418,-79.8930872,7,377,4.0,"[Burgers, American (New), Restaurants]",Pittsburgh,PA,"['Burgers', ' American (New)', ' Restaurants', 1508.0]"
1095,nO4RO__VwwSN4gehjGdRDQ,40.487115,-79.89282,7,3,3.5,"[Shopping, Home & Garden, Furniture Stores]",Pittsburgh,PA,"['Shopping', ' Home & Garden', ' Furniture Stores', 10.5]"
1096,-tcf1WSfc2iNRf75AMW6pw,40.4890230106,-79.8926940962,7,24,3.5,"[Sandwiches, Restaurants]",Pittsburgh,PA,"['Sandwiches', ' Restaurants', 84.0]"
1097,oVJWBjyNIOHOcc3lmiaeCw,40.4870692664,-79.8888003011,7,42,3.0,"[American (New), Restaurants]",Pittsburgh,PA,"['American (New)', ' Restaurants', 126.0]"
1098,2o9Q_POBRcApxLCNcuSWvA,40.4869863,-79.8868327,7,4,3.0,"[Steakhouses, Japanese, Restaurants]",Pittsburgh,PA,"['Steakhouses', ' Japanese', ' Restaurants', 12.0]"
1099,AK8T92URfkOUoTAVd7l2EA,40.4882107543,-79.8938473445,7,14,3.5,"[Food, Grocery]",Pittsburgh,PA,"['Food', ' Grocery', 49.0]"
1100,1cjK574O39pVwS1tiWdLYA,40.488071897,-79.890614748,7,13,4.0,"[Shopping Centers, Shopping]",Blawnox,PA,"['Shopping Centers', ' Shopping', 52.0]"
1101,M4t2vrP044CN7VCRXyYL8A,40.486911,-79.88588,7,5,1.0,"[Beauty & Spas, Nail Salons]",Pittsburgh,PA,"['Beauty & Spas', ' Nail Salons', 5.0]"
1102,fQjNEXSyiVS892CAUmAtqA,40.488538,-79.885471,7,22,3.0,"[Restaurants, Italian]",Pittsburgh,PA,"['Restaurants', ' Italian', 66.0]"
1103,YULg9VKAVrQIxw3qBG8PoQ,40.4870315,-79.8917937,7,12,3.0,"[Burgers, Breakfast & Brunch, American (New), Restaurants]",Pittsburgh,PA,"['Burgers', ' Breakfast & Brunch', ' American (New)', ' Restaurants', 36.0]"
1104,rEpubmz577MOhpDmWPH1uw,40.4869455,-79.8857437,7,18,3.0,"[Thai, Restaurants]",Pittsburgh,PA,"['Thai', ' Restaurants', 54.0]"
1105,IjNYvtlJznacI9FEm7yG0g,40.4879632244,-79.8854214696,7,9,3.0,"[Food, Coffee & Tea]",Pittsburgh,PA,"['Food', ' Coffee & Tea', 27.0]"
1106,3EMEYlCxPiygL4Tu_z9beQ,40.4886935886,-79.8908097541,7,6,5.0,"[Food, Beer, Wine & Spirits]",Pittsburgh,PA,"['Food', ' Beer', ' Wine & Spirits', 30.0]"
1107,DSw9meplxqhrB1jUFobdZg,40.4883827068,-79.885421729,7,7,3.0,"[Food, Ice Cream & Frozen Yogurt]",Pittsburgh,PA,"['Food', ' Ice Cream & Frozen Yogurt', 21.0]"
1108,jrW-kJr9G8_CQK-o-QxH6A,40.4890759296,-79.8915405518,7,4,4.0,"[Department Stores, Fashion, Shopping]",Pittsburgh,PA,"['Department Stores', ' Fashion', ' Shopping', 16.0]"
1109,1QhIsblyEViEWc53FmxH_Q,40.4869258,-79.8906011,7,3,2.5,"[Burgers, Fast Food, Restaurants]",Pittsburgh,PA,"['Burgers', ' Fast Food', ' Restaurants', 7.5]"
1110,XxWRdwYhYqBeUelix0qSFg,40.4891725952,-79.8940369989,7,4,4.5,"[Books, Mags, Music & Video, Shopping, Bookstores]",Pittsburgh,PA,"['Books', ' Mags', ' Music & Video', ' Shopping', ' Bookstores', 18.0]"
1111,bMygiwZWA_UzCUCw6C11Iw,40.4881157,-79.8854112,7,13,4.0,"[Burgers, Fast Food, Restaurants]",Pittsburgh,PA,"['Burgers', ' Fast Food', ' Restaurants', 52.0]"
1112,D8WUuQ1cKKY9oWop9QhQGA,40.4879129863,-79.8867786627,7,3,4.5,"[Pet Services, Pet Groomers, Pet Training, Pet Stores, Pets]",Pittsburgh,PA,"['Pet Services', ' Pet Groomers', ' Pet Training', ' Pet Stores', ' Pets', 13.5]"
1113,jlLwWwpP2e7U6w6aLfgbgw,40.4512238,-80.0200654,8,19,4.5,"[Animal Shelters, Veterinarians, Pet Adoption, Pets]",Pittsburgh,PA,"['Animal Shelters', ' Veterinarians', ' Pet Adoption', ' Pets', 85.5]"
1114,oTbwQOZb_314iHm2Uh_f9g,40.4513798,-80.0183408,8,36,4.0,"[Hotels & Travel, Bed & Breakfast, Event Planning & Services, Hotels]",Pittsburgh,PA,"['Hotels & Travel', ' Bed & Breakfast', ' Event Planning & Services', ' Hotels', 144.0]"
1115,DgBtBhEa7jXOPCjMywOvmg,40.4503026755,-80.0189638138,8,4,4.0,"[Burgers, Fast Food, Restaurants]",Pittsburgh,PA,"['Burgers', ' Fast Food', ' Restaurants', 16.0]"
1116,utIjhLQ4aowlreRuchFpBA,40.4516136,-80.0174961,8,64,4.5,"[Sandwiches, Restaurants]",Pittsburgh,PA,"['Sandwiches', ' Restaurants', 288.0]"
1117,72EpENhhSayWYsF3XqEJ3w,40.4523081,-80.0150592,8,18,4.0,"[Breakfast & Brunch, Sandwiches, Restaurants]",Pittsburgh,PA,"['Breakfast & Brunch', ' Sandwiches', ' Restaurants', 72.0]"
1118,LZghZl5RVTeR4p77UpXipg,40.4508329,-80.0190166,8,7,1.5,"[Burgers, Fast Food, Restaurants]",Pittsburgh,PA,"['Burgers', ' Fast Food', ' Restaurants', 10.5]"
1119,99WYCuBEsO7OUCDWbbrrew,40.4500892,-80.0181629,8,5,2.5,"[Fast Food, Sandwiches, Restaurants]",Pittsburgh,PA,"['Fast Food', ' Sandwiches', ' Restaurants', 12.5]"
1120,wQ3klyJeDhIQUIZS2X5r7Q,40.4521448,-80.0162318,8,267,4.0,"[Thai, Restaurants]",Pittsburgh,PA,"['Thai', ' Restaurants', 1068.0]"
1121,bU7fRpS0NHrjIa4Lllt36Q,40.450588,-80.021582,8,4,4.0,"[Public Services & Government, Police Departments]",Pittsburgh,PA,"['Public Services & Government', ' Police Departments', 16.0]"
1122,KrUOYGmjj_aSJG06i8ja9A,40.4523205438,-80.0166262105,8,11,5.0,"[Hair Salons, Beauty & Spas]",Pittsburgh,PA,"['Hair Salons', ' Beauty & Spas', 55.0]"
1123,yGjhTn5J3PMtr2bmi1Q2sg,40.4519125,-80.0166214,8,5,5.0,"[Accountants, Professional Services, Payroll Services, Tax Services, Financial Services]",Pittsburgh,PA,"['Accountants', ' Professional Services', ' Payroll Services', ' Tax Services', ' Financial Services', 25.0]"
1124,HwLrja1WJ8zDJ0ogQZv_xg,40.4535048,-80.0168923,8,6,5.0,"[Food, Vegetarian, Coffee & Tea, Vegan, Restaurants]",Pittsburgh,PA,"['Food', ' Vegetarian', ' Coffee & Tea', ' Vegan', ' Restaurants', 30.0]"
1125,y01N4aqGi3e59n8r-GTCOQ,40.45182,-80.0183651,8,5,5.0,"[Health & Medical, Dentists]",Pittsburgh,PA,"['Health & Medical', ' Dentists', 25.0]"
1126,KdyzsUzDlnvhioJ0e0OrcA,40.4498153458,-80.018721659,8,11,2.5,"[Fast Food, Mexican, Restaurants]",Pittsburgh,PA,"['Fast Food', ' Mexican', ' Restaurants', 27.5]"
1127,BaoMhBMUDnMDud6F2ZgxrA,40.4520122,-80.0167006,8,5,3.0,"[American (New), Restaurants]",Pittsburgh,PA,"['American (New)', ' Restaurants', 15.0]"
1128,IBQ-URinASf2z7_2Yt_LNg,40.45177,-80.016201,8,3,5.0,"[Active Life, Pilates, Fitness & Instruction]",Pittsburgh,PA,"['Active Life', ' Pilates', ' Fitness & Instruction', 15.0]"
1129,hm_RS-QAHXv6AV6qK-ZRxA,40.4520989,-80.016762,8,10,4.0,"[Yelp Events, Local Flavor]",Pittsburgh,PA,"['Yelp Events', ' Local Flavor', 40.0]"
1130,z9H1at5bT5FKfPUR6LPo5Q,40.4520989,-80.016762,8,118,3.5,"[Burgers, Gastropubs, Restaurants]",Pittsburgh,PA,"['Burgers', ' Gastropubs', ' Restaurants', 413.0]"
1131,ne8o0APyK1CL_BLhDGbRsQ,40.4520115,-80.0167069,8,15,3.5,"[Wine Bars, Bars, Nightlife]",Pittsburgh,PA,"['Wine Bars', ' Bars', ' Nightlife', 52.5]"
1132,J439P_mDAosvQb59liLkLA,40.453668,-80.01689,8,34,4.0,"[American (New), Restaurants]",Pittsburgh,PA,"['American (New)', ' Restaurants', 136.0]"
1133,Alk2AVNg3wTrI4L1d-krZw,40.4514882,-80.018326,8,21,3.5,"[Greek, Burgers, Sandwiches, Restaurants]",Pittsburgh,PA,"['Greek', ' Burgers', ' Sandwiches', ' Restaurants', 73.5]"
1134,wiE3gpPOMJO-ujhmAUb73A,40.4520948,-80.0164506,8,36,3.5,"[Bars, Sports Bars, Nightlife]",Pittsburgh,PA,"['Bars', ' Sports Bars', ' Nightlife', 126.0]"
