"","business_id","latitude","longitude","clusters"
"833","YiUoOtJc6xCq0-ZFJCocvA",40.4333842482,-79.9231549469,19
"834","d6odLgrAgupvZg1s8J4lNA",40.4600345,-79.9243443,3
"835","d7M30BsQj_oT2howDyo0ew",40.4440334,-79.9970421,4
"836","diVJtnXItoMymDfJkSAV1w",40.4515843,-80.017124,8
"837","hX704Y2L_Ipz2qv4nhdbgg",40.3967879,-80.0847819,51
"838","hzR_4oyJLJp6kuD7w0ZARg",40.4297541,-80.0520411,33
"839","iEnerduM05ZyzOYJt3w18A",40.4510637,-79.9348095,25
"840","qjRPPXpfQ9a8ZHk5sXvBCg",40.4342212,-79.9230271,19
"841","9mwShpTgZofOujt4JfyGmw",40.455916,-79.979271,32
"842","F12e1eMKOSkfdYoiONQ7rQ",40.471952,-79.926485,209
"843","GMLbWz9fY-3meEXErnc2Ww",40.4580184,-79.9275787,3
"844","Gs31I9A-IeW3bH4PRoD9Gg",40.4429133285,-80.0045539552,4
"845","KD-_V5fo4tKly7_LMyP_AA",40.4820495757,-79.9742754325,59
"846","Od6FmdEKMTJvX5umCUM6tA",40.4273396,-79.9869369,15
"847","PFJKMFteg0bdyLAkHx_b9g",40.430347,-80.0074918,97
"848","PZAQwvTRnVtqbaC8tZMx6w",40.361802,-80.070182,210
"849","Wn5bLgkx_S7W1q2TeoLL1g",40.395289,-80.0348997,65
"850","b5qZUIBfUu4mgs9h4vhLcg",40.4530429,-79.9424203,211
"851","hMspWyS2RQ8yJ4GpvSN6pg",40.4378381,-79.9216679,19
"852","ih6jtFK2jkAGFuIBtAd8Qg",40.4810342784,-79.9155807495,212
"853","lNyZdNYSLKWK40XziNQNqQ",40.4500197,-79.9870739,32
"854","pFh5W8euJOsU0dBYPoEN-Q",40.4400604,-79.9962772,4
"855","pvmC7EaaSgA3aq-MAmPp3A",40.434399,-79.9229828,19
"856","rZA_aIoKpuxXVv1gAqNW5Q",40.3953208923,-80.0346221924,65
"857","t1-RYwNIJ_BxsjEt5yxVKg",40.4027364,-79.921653,213
"858","0MMksZmyQKBcb0PNi4LdTg",40.4618664,-79.9485971,3
"859","0vvN8OpWZnzYZkDWMs3f8w",40.3795262,-80.0447946,30
"860","1HejWsAvJ7pg3n6hUCObmA",40.4263908,-79.9387555,116
"861","1u2NauOy8xDj7aFQET680A",40.394305,-80.060154,214
"862","9ylfrWjdX6CltGs_Qcv7Ng",40.4473866703,-80.0053249566,57
"863","LIqvpWPPnBqZYXPC6nro3A",40.3936077654,-80.0196859986,47
"864","RQa8gujKuc89j_pHtO42fw",40.3834099,-79.9043093,176
"865","RptBvx0-dGfSpQYzqj6b8Q",40.4378457,-79.9213532,19
"866","Ttn8kVm-L-KDrCmoCjK0Jw",40.4570169,-80.0147807,208
"867","a7G50Gg_cXsVXI4JhxDsGA",40.4508784,-79.9356635,25
"868","fhsMww3kY6J4Y3-wzHYHXw",40.48777,-79.878163,40
"869","frIRW4BGhdAWbSsG5ev2ng",40.4023107,-79.9069188,215
"870","imzKM9-mgN1Yk_RIXx3IgA",40.450964,-79.984628,32
"871","lwHmQRGucyN9wfGRnviRgw",40.4546501,-80.0129013,208
"872","mIiHJkpK8nZvW_45LlhrbA",40.4660133,-80.0653055,216
"873","mugOAOmylJu5p85Jz_zqOQ",40.3870288,-80.0440382,217
"874","nK8kRhoMDY_2HtKINuSfVQ",40.4371691,-79.9981261,4
"875","pTilRS38QrdIy0sanII6fA",40.4071859,-80.0868495,9
"876","pkb2OGuvEObkPa5ugR7l4g",40.396105,-80.0352996,65
"877","pmikYgE5m0MblL6vl49GQA",40.4517034542,-79.9332416963,25
"878","t1qSyQWLxEpWQZngAjoBRg",40.3628902,-80.0833415,148
"879","wK3Bxrjd4pfwhxlVkKawpw",40.4552551,-79.9212929,218
"880","3obPG5F_6rbAu86CuiNW4g",40.357213,-80.0520951,112
"881","5D-xzcFphR5OE3YMrDO0CA",40.4378487,-79.9214512,19
"882","8161CthTqGbZq0kyFB2iBw",40.3703101914,-79.9825340509,37
"883","G7Ork6dlTZ6xcmPF3gxG4w",40.464778,-79.93342,219
"884","I2iqVTEwcJT6PdhvxmEqbA",40.4382852,-79.8921624,66
"885","ORyqWl-cCw1NgfMr4NHPxw",40.4762289,-79.9208742,203
"886","OxRjcUVMvVHsMq_g3Z7ECQ",40.44289,-79.996284,4
"887","PawMgtaRxny_rtX1m_nQtw",40.436177,-79.963257,81
"888","Px-EjhtV9XJcEs1ty4giAg",40.4584403,-79.9246934,3
"889","QD-tOlwW0A06L-e0OUuEMA",40.4550272,-79.9216873,218
"890","QD_VIwtGdBazBZXBqkYSSg",40.4392068,-80.0035103,4
"891","R8RUEi5TLsGNxGSCeYby_g",40.436919,-80.000468,4
"892","RDmgbCSxPBsv9Hj-qAeaRQ",40.4404912,-80.00349,4
"893","TNpJsewe0H__8fzBgaHCzg",40.3979659,-80.026,56
"894","Tb7hQ37UFA2QFaMwjFieQw",40.414716,-80.03063,220
"895","Y2p07YEC8xOsYTHWf0UxiA",40.458497,-79.9246661,3
"896","fboP8gAvPCdW-bnJmDslSg",40.4414208,-79.9587893,2
"897","miuDBWI4ZWiv4AKmP-vZxg",40.4294235,-79.9848529,15
"898","nc1FeztHnMIN1C-NShjeGQ",40.4600516,-79.9713819,32
"899","pbR9xLtJib3yoSRRke4POw",40.4581984,-79.9110232,107
"900","sWhChMd8Xr3syFQZ_ivazA",40.4512158,-79.9341581,25
"901","sjD4nm3PC1Ai9dPiOv9H6w",40.4289951,-79.9846596,15
"902","udZJ8YgsHdqtFDQkyPTV1Q",40.4876741,-80.055667,221
"903","4YApQvnmdGAzlb8nnBUMNw",40.4176521,-80.0455702,127
"904","6mRBnYezWvuf5cfkmcLAiA",40.4331248,-79.9229243,19
"905","6qK7kD4gsAswjmJpX3PE0w",40.4433071,-79.9951434,4
"906","DvI2WzFzVIEo3eO4wHvalw",40.4562392,-79.936501,3
"907","EX8p4Fcw8u3iqQppwswaTw",40.3814613,-80.0442406,30
"908","KaGk0gV7k7EtmsVFnUx0tg",40.4413528,-79.9566857,2
"909","QBdX_ziDIyshttyAxDnskw",40.4402916,-80.0021485,4
"910","R03p_2AxXpNtM31lutbnkA",40.4618791,-79.9252673,3
"911","S-oZVYg0g6ycRCJJYkiNtg",40.441704,-80.033422,126
"912","V3XhuBpW1fG1nn_Xgxu_nw",40.467261,-79.959417,77
"913","XRLPalwuNwc3ROsYkmWpbA",40.4410931,-79.9960088,4
"914","b-VLJb2e35qdhJmmbbZ36g",40.438047,-80.01828,101
"915","drhpbx_wR08pvCUmyqPhkA",40.4537413,-79.9469394,3
"916","ee9-nEWpDSPv2QO-xM_VTg",40.4394403,-80.0009542,4
"917","k-JmClNdkawWFrVOwvMurA",40.4543526,-79.9828179,32
"918","mrBzgnG-pGg5gGJ3HuY0HQ",40.4249098,-79.9777329,222
"919","qwTyzSqKySl5CmJLRtuJNw",40.4321638,-79.8936966,88
"920","36IRBzrYrVnUI-aC8qytCQ",40.470662,-79.956909,223
"921","3Iv8lruEzrPVw8RR6I8ybg",40.4284298,-79.9750086,15
"922","4YSYFo4uzMOvxVb6VaSXDA",40.4080431671,-80.0873225927,9
"923","9u4SqxRrVxE_yfzK6LBJkw",40.436507,-79.92318,19
"924","K37KV1hcxm5ZBpEwCakAcA",40.490822,-80.06114,224
"925","KayYbHCt-RkbGcPdGOThNg",40.415517,-80.067534,225
"926","LIeCtd16mDnAKrn5oF2fNA",40.4624176768,-79.9501866102,3
"927","TC-uA4FLhphfRwR1O-9y3A",40.4286788,-79.9831142,15
"928","UawKKwXc3Fw7bxsAS8HqEg",40.428971,-79.979454,15
"929","Uyq-KKcsOlOIb_DBnSZhPQ",40.4219341,-79.9841934,226
"930","c3GRR8q1h4fdNV7APLzSeQ",40.4234091,-79.9281375,24
"931","jtawSm1vdX225EH7Z24iBQ",40.4834848,-79.9554826,227
"932","kK_70-dfBqtaNoFeghuzRg",40.4796743,-79.9552129,73
"933","nilhvDCyVBuv7gnNkPWZQg",40.3939875,-80.0206239,47
"934","xZiIUCZ-NMmkxgYb_NbDrg",40.4417404014,-79.9570810447,2
"935","-hrcpIAhCJ8DV9SxNLmHxg",40.4332065622,-80.0219508081,228
"936","1arFPq3HVIPnGkIVw6RAJw",40.4468714046,-80.0046486305,57
"937","3WgM6mvYrPDxGJ5fADSkUw",40.4412454,-79.9566016,2
"938","9iPsnH3gJdyledlHYahLeg",40.44174,-79.998118,4
"939","D6_lZYCG3I-RTGwqVh6A7g",40.443377,-79.996664,4
"940","FXj0ZOHbyV5n_0S_QZOOuQ",40.3588178,-79.9583618,229
"941","GVYP0ZIYLGt-8Rh5L19XIQ",40.428286,-79.976069,15
"942","Nt0EGVWDKwLU_-HVs-YUpQ",40.46333,-79.967089,10
"943","RU2rdEy6Jgf8GZR62pyuqg",40.4147177,-80.0755134,230
"944","W4lkEQMYz3hdR1SvIIFzyQ",40.4402035143,-80.00286879,4
"945","XzaJf6WzpU7RsXTXzx72Xg",40.456227,-79.940241,3
"946","bAnFMk-UoNjyVYUj0sJT0w",40.447942,-79.895957,26
"947","dq3vHsNbaB2V156y-zzSYg",40.446786,-80.022094,42
"948","lGI4ms4pmbFnDW9zc7vJkA",40.3721469,-79.9815365,37
"949","mFaY75tFDG7QbH-8FF84cw",40.3828646,-80.0951019,54
"950","y2eo_MWD3XfnxxvhXh7Esw",40.454384,-79.981477,32
"951","yyuKmWi1eR1HOYNfYnbNog",40.4290647,-79.8746666,231
"952","-RV4TvjpDTZDH3k3FdBXcw",40.404148,-79.918819,232
"953","FooH0D8lISF1eZiEPjtfMQ",40.4530376642,-79.8911726475,233
"954","IvgKdlte_JNdd17XRxkOrg",40.4659283,-79.9548907,3
"955","JKyWiuPDVJS4hUx-EPAXAA",40.4411661898,-80.0022912025,4
"956","QE9sPzJsRnranp0jvhyRtQ",40.4574391,-79.965892,234
"957","RUhU8NbEX3cpU1FgWbPrjw",40.3555059,-80.0500433,112
"958","SsSL6gKSlpTeeZXZEjAKFA",40.4420548,-79.9580559,2
"959","YOvCez-P5HPTJ407l1JC2Q",40.4645128,-79.9823112,235
"960","Ybn7Z1YZDz2VsfEeWkxuaA",40.3591945161,-80.0020223237,27
"961","cwyq1QIa4fNISUap4PCs_A",40.369991,-80.034378,12
"962","s12Q-iFJNVs0dvC-g3UBhQ",40.45132,-79.951258,3
"963","yc5Z2xN8c1zBvzFRkIfZ6g",40.4274093,-79.9382045,116
"964","51QKFqG0rg7RzA_GDsDNpg",40.477168,-79.969821,41
"965","5reb2cEaziuyHOpnbh1XtA",40.4438005,-80.0023331,4
"966","CTPlQHXFb_JNHzzrfe9ARg",40.4460019,-79.9486193,2
"967","MYDWN1gIhKk0NjaeSHN_ZQ",40.464046,-79.91521,236
"968","NL1zxchs_XJPTdCQ-jqPDw",40.441253,-80.0030696,4
"969","Sfg-nFqLLS5T_hRCVSm4HA",40.4475255,-79.9933976,4
"970","X4XG6aBH3WsIWIiA0BtHnA",40.4424402,-79.9531948,2
"971","Y8mPD9YZwMRBZZAFqOTorw",40.477749,-79.957778,237
"972","cAIGa-51OX7_fi_GSIYidw",40.418854,-80.0545321,238
"973","jZaHqpXJNey8QV_G0S3Fgw",40.4273611,-79.964962,15
"974","tNGGIe6YTSkoHFHof32HdQ",40.4289996,-79.9863199,15
"975","znlAFULbORo5_FQmGeoCbg",40.438633,-79.8829949,239
"976","0MmjeVacAd-Moe8CesiB_Q",40.4309939,-80.0016432,13
"977","2Ol5IT7nu5WBm0ldD-ERKA",40.4469698,-79.9507326,240
"978","3u7WY-VUY9yN3eS65phIZA",40.440556,-79.996111,4
"979","8Nm_jcCYtMXYW0ODSHDiXA",40.4400036,-80.0909106,241
"980","CwcDderU_36RFG8Ffi47mA",40.455093,-79.9424669,3
"981","Es1l8HLnSJCeUvJ0ex4x9Q",40.459615,-79.925541,3
"982","LhjIfgnWyJLQ96zobHGLgQ",40.42897,-79.985469,15
"983","OmpbTu4deR3ByOo7btTTZw",40.440677,-80.000657,4
"984","RMrdI5noVh3-b7NM48PcVg",40.4444572,-79.9548779,2
"985","TRLMm_deLvlPNmGNqRxcow",40.4484707,-80.0026762,57
"986","WVzUiZeuFA_9NyDNum_spA",40.481676,-80.033524,242
"987","YULg9VKAVrQIxw3qBG8PoQ",40.4870315,-79.8917937,7
"988","ZQ0zBi4CKyqKmptdNajMWA",40.4599423,-79.9299718,3
"989","fHpc_RwHFqQrDkvF9uOscA",40.471952,-79.926485,209
"990","g_XU88LhAeONO46eA_i4Fg",40.4513693,-79.9322483,25
"991","kc5gJPisT5L5z8lLa9FV9A",40.4503566,-79.9508477,3
"992","p317g5ZNIO4MBjaOrY0kiA",40.402098,-80.041467,1
"993","pkVdp5NxNv_axHKGt0psRw",40.365969,-80.013949,98
"994","qZx2UrU5j1r65dpBEQfNGA",40.4259205,-79.8893553,131
"995","tjrxOhiGBBv0JQs9VnND_A",40.4464761,-79.9926125,4
"996","yvVT7nxPT1lHRqvxvKMiRw",40.3936665,-80.0202611,47
"997","zyV7n8eXVTAtJrryRswHvA",40.3544985388,-80.0492973859,112
"998","18922Xj4KzD0ChYRMmWldA",40.4612586,-79.9505342,3
"999","6EXCN46MdJOa00KjuH8jaA",40.4546246,-79.94555,3
"1000","89sSMLp-yLqdYqOEPXvkjg",40.4629977,-79.9239872,3
"1001","BMY_p5zx6KhcnTGA4fGoJg",40.360026,-79.8573849,243
"1002","C-wwuplQao4IJpIBMf0P1w",40.4618256598,-79.9259243939,3
"1003","DkC0MH4dcseSksIyOmBsRQ",40.4543286,-79.951918,167
"1004","KDlMnPXCFcBRcwCChqgK3A",40.4324337,-79.8937358,88
"1005","LhUCZvUbrLH-Y_2qEEqd8Q",40.3509675,-79.9136731,244
"1006","X_X5RHM5cJeO6n-84GMFHQ",40.4331853,-79.9232625,19
"1007","Y4CcDDyMoDpK7BbpKawWjw",40.4089932,-79.9073564,245
"1008","cg8b1FGcl-Sytfa8UlCcjg",40.440125,-80.0026889,4
"1009","diAEN3I9fXcZgNFpA5vz4g",40.4422814,-80.0020617,4
"1010","eB3uvemh0rljpmAz9dOxQA",40.4958706,-80.0561662,31
"1011","fVRGT6shuyHPLzKikZsD0g",40.4417491,-79.9971122,4
"1012","oVJWBjyNIOHOcc3lmiaeCw",40.4870692664,-79.8888003011,7
"1013","rawMwd19q66KSH7GYfV_Sg",40.4264494,-79.9657577,15
"1014","-4bNlx03GsXzgkHZwTrMaw",40.4423244,-80.0019849,4
"1015","-iVcmhjfq79QoTWzrb6pKg",40.4481991,-79.8954753,26
"1016","3nCGTajeHIKp3uVsYPE9dA",40.365248,-79.98249,37
"1017","4LwhggEn27P6ku1NRD-PDw",40.407946,-80.085541,9
"1018","AfepPcFqr4FNnkXmeIzpww",40.459027,-79.926991,3
"1019","CUjHTa8fE_0NhNA_I9E1XQ",40.4389613,-79.9551241,2
"1020","EmHlwDc9RsK597NbJtyEmg",40.4451181376,-79.9145507812,246
"1021","FAKevEJKD1D1Nccy6vccgA",40.4518432433,-79.9824968126,32
"1022","TWjJpG5TqzVfJb7WeLUvMw",40.3936815,-80.0659157,34
"1023","TwCjWhxMWWGr_v8RumpX1Q",40.462482,-80.096599,247
"1024","WlUFrLCVAXW-z4p-fn_Qdw",40.4476669,-80.0095963,57
"1025","_WaHLgLzALd2iThQAhC-sQ",40.4308853149,-80.0069656372,97
"1026","bBXvquZvRnxfYqkHsYpTtQ",40.4416303,-80.0330321,126
"1027","hAe74kBgCuQUfn1kyVWA1w",40.444893,-79.9490053,2
"1028","hIA5NB8hGOoe3hUUHqg5xA",40.4289636,-79.9851922,15
"1029","jdCWPS_Gh2burgvscJd-MA",40.367679908,-79.9841868575,37
"1030","k9nv3riDitrZO56UQaBgJA",40.421601,-80.058565,248
"1031","l_Wey2YC6NvVUIH8vTygGg",40.4578038,-79.9274383,3
"1032","n87ErWulYLE9kLva32CqAA",40.4286324,-79.9836899,15
"1033","tU-YtoW339PXJmUGSix_AQ",40.410874319,-79.9155451419,46
"1034","xO6G96G_mjTO8lYcOCU5tA",40.436407,-79.9544839,2
"1035","y0rvUVCV4W1w5MyQGcz6UA",40.4565965,-79.9305788,3
"1036","-nO_qj9eP-os3baYyh8eNA",40.455833,-80.006512,48
"1037","6b0HjdqjaxwWbIhWBmSBzQ",40.4377788125,-79.9923990787,4
"1038","6bZviOZehIwKA2ybRMXjAQ",40.437276,-79.997984,4
"1039","8FPhn34o7_hHXaXyU2JfeA",40.422663,-79.92851,24
"1040","9poFd_TU50RiJoLWltvlvA",40.457577,-79.916807,60
"1041","AJiwOb0s5zpYu0NW7Jvrpg",40.4244926,-80.0416254,249
"1042","BU9oM4IZ-AN7i1dinYoi4Q",40.442228,-80.003107,4
"1043","Cbjk9o7sey49xnv_geotww",40.4289202,-80.0074459,97
"1044","CqHTknOJHZZncWzGtpbNsA",40.4620001,-79.9838764,250
"1045","E_-4Y9vn-u-dPgp33TLRUQ",40.4610792,-79.9479205,3
"1046","FtjvnLhh51ZBYEpKAARaFQ",40.4483207,-80.0043186,57
"1047","GjbCtTIClnXdsJ8W3j8GZw",40.390315,-79.865458,251
"1048","IXBN4eEqgNNGFA15xCTMgQ",40.4542069,-79.979898,32
"1049","MY4yiFzldu8GpzwUAaF_EQ",40.4523312,-79.9837424,32
"1050","Mfr6NLYVRC_lom-oU3ehQw",40.4602716,-79.9251042,3
"1051","NTuAHWEaVCZvSF7owONQ8A",40.4363749,-79.9627095,81
"1052","XdDSKZ_1I2qP8QHrrwmz5Q",40.4282768,-79.9761227,15
"1053","d6eqlH4tKE2VmiTPN6TOEw",40.427545,-79.9691479,15
"1054","g10zmpUzmMJOOIjj_JJPvg",40.4117061676,-79.9059313113,252
"1055","jK5zpGrLx9frZKFuGp5HTQ",40.3930420493,-80.0370368072,65
"1056","jSqhVWUquT3fGREmNdKdUA",40.442035,-80.002556,4
"1057","pFpcdzPcPz1OtTSlC_eUcA",40.451832,-79.932424,25
"1058","rzcK-fYhrQGLt9uvv-Boxg",40.3778666,-80.0032927,253
"1059","zMJM_bYGj8x2ewzNfMRUkA",40.368226,-79.872325,254
"1060","zdQtFKPC6FmF-fYqX73baA",40.4322731315,-80.004157615,13
"1061","0hrB2iwQZ52VZcZWYywXrA",40.40682,-79.912788,92
"1062","6c2pWWtdQZA3w5raX6k-dg",40.385508,-79.903491,176
"1063","7lDNKKxMV84KIS1OVZOepw",40.4325271,-79.8939064,88
"1064","9KsHPdF1-P_CiXnvugdQvQ",40.4295093304,-80.0079572304,97
"1065","F04xyOUA2xnUoCiWpx9iJA",40.3688246817,-80.0843536574,191
"1066","GpoeaJPDfQpn_CnnnfeV5Q",40.357482,-80.002086,255
"1067","IX8FoKD6Gjha0pePoBrSqQ",40.458548,-79.9246736,3
"1068","IfLn-5ZVXUCDmp6Dl_XA7g",40.4787959,-79.9519353,256
"1069","PLAN0dXgsT6f66DY47w4kg",40.432826,-79.927,257
"1070","PaD_6AJMbLt84QU8T6ymow",40.4608794683,-79.9286788626,3
"1071","TvbHg-SFHw_KX4k1D1OPOQ",40.4286476,-79.9838735,15
"1072","XC9blQA9Mk4w7oKVJ0nJXw",40.4587171,-79.9254048,3
"1073","ZF58mOM_ACiIhmwr8s_G1w",40.4356563,-80.0658779,183
"1074","a2rZNOWutYXFLsz74M1Fng",40.384324,-79.978081,94
"1075","bWWrrsPWuoHuAGUCgH8Tyg",40.4441681,-79.994852,4
"1076","eLkBRsYesFMzlUghEZAwYg",40.4438457856,-79.9422955696,258
"1077","exyrJvzW0pXIfeWwJwYBvA",40.475707,-79.920425,203
"1078","hxSNB2FA9jc2LHGWA2n4LA",40.4581562639,-79.9346383818,3
"1079","mbKM8aLB3H7BCEGbQspPFw",40.455575,-79.9779889,32
"1080","pmvTuJJ-4A4XggDWYK-8WQ",40.4616024,-79.948922,3
"1081","utIjhLQ4aowlreRuchFpBA",40.4516136,-80.0174961,8
"1082","vOpbwhGXsqGyntB1R8Jf-w",40.465745,-79.965389,10
"1083","w-RzHsvV05yT2K-JC8DJUA",40.4436254,-79.9957164,4
"1084","1PB9xsunCoSccTmAvjMlhA",40.4333064,-79.9231271,19
"1085","96AU4ZYlzP8G0YwKvq7fFg",40.4877365381,-79.8815777153,40
"1086","BFG2ed8LgIo5TNsrwgxu8g",40.436272,-79.958116,259
"1087","BL3JjW4GiljNbGn90Bk_Fg",40.4262373,-79.9654506,15
"1088","G-PlXGCY3G4zNOUzD61ZDA",40.467794,-79.926611,260
"1089","NezYty89H0PtLr76V17Z-Q",40.4428269,-80.0017988,4
"1090","QoDa50dc7g62xciFygXB9w",40.3922071,-80.0691338,261
"1091","SnRM1Kx4r2e5jwUCgafyNA",40.465294,-79.9543209,3
"1092","ZGeGk2M2plNH8JjHNoubgg",40.456274,-79.941959,3
"1093","aPSxYkf_L6hd2h-ZGDPW4w",40.4283757,-79.9778,15
"1094","cRv7pLvIe3eI0efndQBcLg",40.4010646,-80.0434725,1
"1095","ds6xjxHW9aJpYXA44DacZQ",40.3939438279,-80.0632630227,171
"1096","kNirc8dWKg7C2Y8EmtyhVg",40.4346901,-80.006389,13
"1097","nDqJ0LZIho7UeMox6IvQpA",40.442124,-79.9955389,4
"1098","sB-Mo3bBzqUEfm7O1xV_KA",40.4533604702,-80.0022396337,22
"1099","tDGZPb1XIR5yGCL7pNwU4g",40.3816639,-80.0446438,30
"1100","2jeEgmAXqxuHXw0K0kpBWA",40.391166505,-80.0738196549,142
"1101","3xtsKiY-vUUa3yWrBhYIqA",40.433881,-80.031424,262
"1102","5MAYRVHUxr-xVBycF3VoYg",40.413914,-80.048652,263
"1103","5Udv4CASAXB2eH66TefWPQ",40.3897336,-80.0409102,177
"1104","Gei3URlGZSiW2qZdwJ1Sdw",40.385508,-79.903491,176
"1105","HxXIg7wr6LDAKuXmeK1lNw",40.4362664,-79.9228713,19
"1106","J4Y6BSwxGxD7mznM45ykeA",40.4445302592,-79.9488186836,2
"1107","J6GhOOZKLMiOCmjvl1BDaw",40.441532,-79.995221,4
"1108","Lu33OuE6z-H721Nj72n6ww",40.4265662,-79.9659309,15
"1109","MCSp40xkhRoNw2OVtRSG6w",40.3813464,-80.0443074,30
"1110","WV2OClFHiG0_obPY559cKA",40.4394231,-79.9994183,4
"1111","XtN9tcefxJtubhUSH_Xg3g",40.4516497734,-79.9831724167,32
"1112","dEuJ4A6v1lUDKF8wWwxy_w",40.499398,-80.07249,264
"1113","jPFmnprx_NbQRDMiQd-YAA",40.357799,-80.001092,255
"1114","l_XX0Oij03f6R3j3uyaW1g",40.4592997,-79.9265915,3
"1115","sNAkXEFFKRAnzlbXk45h9g",40.4578438,-79.9282196,3
"1116","teuJ6naUzJNqPJi4e4RaiA",40.4439183,-80.0018125,4
"1117","ujf4yYNRDREy47XJR-ToSw",40.4152656,-79.9239297,89
"1118","vcZWlI0eHiGwlUfP-5Ov8Q",40.4758777,-79.9195703,203
"1119","vpr2y1e3VFRSg6UszEuc0A",40.4346061,-79.9554671,265
"1120","vstIA3LUwj9mSwyDOIQl9A",40.4389561311,-80.0693578273,102
"1121","w8N1BIB2MiP53PM7ouYPQQ",40.458955,-79.932441,3
"1122","ysb8Ew0j3mta6c0xUxBM5g",40.4942426,-79.8598478,182
"1123","4mNRylz5SZZ-dhJOLmfkBg",40.419454,-79.850259,266
"1124","4oJvRnEDjpJmOAQXOT1iaA",40.4661326865,-79.9649008736,10
"1125","5eCbn-WUr2YIQODHfVP7Sw",40.428796,-79.976795,15
"1126","6ilJq_05xRgek_8qUp36-g",40.413496,-79.9044562,124
"1127","83_p9vIqOq1TUIf3_GD7bA",40.4748883,-79.9188657,203
"1128","AcD5G-u_GvLSnL4Vppq80A",40.4574609,-79.9750607,32
"1129","G35Hz7qpBKqrOiDevcfh7A",40.3659582,-80.0132463,98
"1130","INZy3JdhMK-2uEzZhHblLA",40.43153,-79.946537,267
"1131","L6yf7W3uvCHdLrmLmPLJ8Q",40.4959456,-79.9606482,268
"1132","Nwo25wdokkG37VMUfmqNVg",40.4282626,-79.9739619,15
"1133","PxN0tiGWY-ApyP9N0TgRmA",40.441067,-79.9591202,2
"1134","Q4ULAiIE2qCA4RYplCTrUQ",40.4507422,-79.9855384,32
"1135","QfIQGqCuLn2gi5svCkvWng",40.445045,-79.960411,269
"1136","YMEtEsUDQKOYJOcE5Fx3gQ",40.4754755,-79.9196258,203
"1137","ZBG0wAGUl2Kqj3UbqiXo2A",40.4341914,-79.9230121,19
"1138","fNGIbpazjTRdXgwRY_NIXA",40.3964688,-80.0849416,51
"1139","nBklbtxxRT1kBFW_0XUFxQ",40.4879361,-79.8790541,40
"1140","oCURIPcfHUZrIeZ5FvDoJA",40.4501061,-79.9867628,32
"1141","rtHMAC_eh46jldMEX21Zxg",40.4523561,-79.9839206,32
"1142","vam1Rpivi_ouxZX6I8Nv5A",40.4461088,-79.9546865,2
"1143","wJbosmL0uiorlM9RH-tzXw",40.4595657,-79.9280203,3
"1144","z4cguIVh7jL9tTPf5EqRcA",40.4458133275,-79.9962221769,4
"1145","-vVQyTVHitF6TOHGijVXxQ",40.4288765,-79.9801694,15
"1146","1IwQhGGOrVNGGQskR_3uLw",40.4609626,-79.9265025,3
"1147","6BE16zjI11ie57QFCat-Jg",40.408036,-79.89543,270
"1148","AANB0f7QapfE3WxDiqb9hA",40.465157,-79.9547682,3
"1149","BBfTiaMxtNOSa_sthMy9Pg",40.439423,-79.956095,2
"1150","Lml0-yTNsMYsP9IrSMxw9A",40.4972056,-80.0583585,31
"1151","PD8RfY1y8L4cUVaL2G0GIg",40.4306493,-79.9230508,19
"1152","QnyzlVMyx0Exri-Lay10cA",40.3885629,-80.0493898,20
"1153","bNcpFUQZ6sDcn7j08S213w",40.4941766,-79.9397319,271
"1154","cHnGuTawWJJZ_2t1FM18Iw",40.451588,-79.851649,272
"1155","ejFoNCTG4B374bc1sVcidQ",40.444893,-79.9490053,2
"1156","fI4vZhMLxuyoY6Q7BzVcLQ",40.4888658,-79.8746294,139
"1157","kE8_tdip6tvt2jXp-KdwBw",40.4688612,-79.9616167,10
"1158","nAq1WqDfNXOx5gPnB16csw",40.3977539,-79.9233956,273
"1159","sm1cW8PibBLLHyO0e-Mckw",40.4378359,-79.9206268,19
"1160","2E8PDh_4iBuxhWghx9jdQQ",40.430405,-80.008647,97
"1161","2zcGwt0ApFMZhD2TH_voGw",40.4417791829,-79.9983272699,4
"1162","4e1FfJ1QxKa3L8TJHOtg7g",40.4601392,-79.9467527,3
"1163","7ijbLiiirSkA-TNHCZTe3g",40.4665086,-79.9539413,3
"1164","Ga0y-XHa4os_VvoHz21bfQ",40.396531,-79.987919,274
"1165","LzQ6FWDvXfqG0gJwNzrkow",40.436613,-79.954738,2
"1166","MtHjMmIaWLWKva4FiftSgg",40.4288349,-79.9781367,15
"1167","XAtra6d8bcQDXqDKZKiG9Q",40.4068308,-79.9169688,46
"1168","ZS4V8F5ctPBZWyI8zhZ5Qw",40.4286808132,-79.9843759347,15
"1169","_YyIG79QgsrQL1nWgBwIlw",40.4338382,-80.0659218,183
"1170","dYMndkef2V9oQSG31VbTsA",40.4403121,-79.9865727,4
"1171","fRwzWb9l7UlqELcaujzZfg",40.440194,-80.0008258,4
"1172","j7kgLc4Uys_sb-H7_Velcg",40.4442087,-79.9946687,4
"1173","jmquanz2qdn_IEgxmn0wsQ",40.4071527935,-79.9177637822,46
"1174","kP0jBPlZBok4jiAq4vyFkw",40.4408395721,-80.0019693375,4
"1175","lypb1QKH0DX45XyjvhQujg",40.4443735,-79.9418166,258
"1176","oZLeVF5nZe-6nBTgnoOl2w",40.391243,-80.060459,171
"1177","1CAMCc3ewHXosPqYsYluWg",40.4647605,-79.9614884,169
