,business_id,clusters,after_Jan2010_count,after_Jan2014_count,after_Jun2014_count,after_Jan2015_count,ratings_avg,users_sum,categories,city,state,name,review_count,stars,latitude,longitude,attributes[Alcohol],attributes[Ambience][casual],attributes[Ambience][classy],attributes[Ambience][divey],attributes[Ambience][hipster],attributes[Ambience][intimate],attributes[Ambience][romantic],attributes[Ambience][touristy],attributes[Ambience][trendy],attributes[Ambience][upscale],attributes[Delivery],neighborhoods,open,regression_value,weighted_regression_value
322,abyewBtFxoSpcOm7vFuzhg,94,3,0,0,0,5,2.82,"[Pet Groomers, Pet Services, Pets]",Pittsburgh,PA,Petsburgh Grooming,4,5,40.385736,-79.9786461,,,,,,,,,,,,[Carrick],TRUE,20,14.1
323,aft5N5DwIaIzQzwKv7lLvg,2,8,1,1,0,4.454332553,16.36833333,"[Food, Specialty Food, Grocery, Meat Shops]",Pittsburgh,PA,Salem Halal Meats & Groceries,11,4.5,40.4400241,-79.9532523,,,,,,,,,,,,[Oakland],FALSE,49.5,72.90999999
324,kdVfpbsgKA2nX4GqoSFlHg,15,6,3,2,2,5,5.53,"[Bridal, Shopping]",Pittsburgh,PA,Clarissa Boutique,6,5,40.428572,-79.981864,,,,,,,,,,,,[South Side],TRUE,30,27.65
325,nyS42UJ54_YUKxBB83dfDQ,3,3,0,0,0,3.446834665,5.423333333,"[Italian, Pizza, Chicken Wings, Restaurants]",Pittsburgh,PA,Pizza Hut,3,3,40.4538704,-79.9495591,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,[Bloomfield],TRUE,9,18.69333333
326,oAfINl7rkfuZD163v3fIyQ,4,5,2,2,1,3.578246091,24.51666667,"[Active Life, Hiking]",Pittsburgh,PA,Eliza Furnace Trail,6,4,40.4356381,-79.996328,,,,,,,,,,,,[Downtown],TRUE,24,87.72666668
327,uQJxkV5v60fNkrOj0J2sTw,113,3,0,0,0,4.408997955,2.445,"[Barbers, Beauty & Spas]",Pittsburgh,PA,Pirollo Paul Barber Shop,3,4.5,40.4682663,-79.9191827,,,,,,,,,,,,[East Liberty],TRUE,13.5,10.78
328,xtnIAdN-MFnis86mjZ-AVA,4,3,0,0,0,2.076923077,17.68,"[Thrift Stores, Shopping]",Pittsburgh,PA,Hobo Thrift Store,3,2.5,40.4435643,-79.9961836,,,,,,,,,,,,[Downtown],FALSE,7.5,36.72
329,zKPZZxbSZmPu6IcFZ4YHJQ,19,27,27,27,7,2.828930089,43.15,"[Pizza, Restaurants]",Pittsburgh,PA,Mandy's Pizza,29,3,40.435861,-79.923263,beer_and_wine,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,[Squirrel Hill],FALSE,87,122.0683333
330,0hUgrYgiLPd8e8TuHfoqMg,114,4,2,1,0,5,3.45,"[Active Life, Martial Arts, Boot Camps, Trainers, Fitness & Instruction]",Pittsburgh,PA,Inspired Vitality Personal Training,4,5,40.423196,-80.0056696,,,,,,,,,,,,[Mt. Washington],TRUE,20,17.25
331,EfmGcKIuG05OlY_mcANMRA,4,17,10,6,2,3.854020054,26.76166667,"[Food, Coffee & Tea]",Pittsburgh,PA,Starbucks,20,3.5,40.4426547,-80.0022505,,,,,,,,,,,,[Downtown],TRUE,70,103.14
332,WWbPM20A8agePy7-X_6AlA,3,72,1,1,0,2.750788382,80.33333333,"[French, Restaurants]",Pittsburgh,PA,Brasserie 33,76,3,40.4574778,-79.9289528,full_bar,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,[Shadyside],FALSE,228,220.98
333,XK4HOwFTo6EE-YK7lbPjJg,4,11,3,2,2,2.996222554,21.17833333,"[Food, Donuts, Coffee & Tea]",Pittsburgh,PA,Dunkin' Donuts,12,3.5,40.4407627,-80.0029682,,,,,,,,,,,,[Downtown],TRUE,42,63.45499998
334,b538wiwQvOxm4Km_ZiIOPQ,3,16,4,3,1,3.419619286,23.99,"[Italian, Pizza, Restaurants]",Pittsburgh,PA,Potenza Pizza and Pasta,17,3,40.4528463,-79.9493314,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,[Bloomfield],TRUE,51,82.03666667
335,ih6d7hBWss05xXWUznuFaw,3,73,26,20,3,4.202552037,78.63,"[Hair Salons, Beauty & Spas]",Pittsburgh,PA,MCN Salon,85,4,40.45852363,-79.92920637,,,,,,,,,,,,[Shadyside],TRUE,340,330.4466667
336,ncFpm5dUP8YpTTnMf5bs6A,80,2,0,0,0,4.585714286,2.8,"[Massage, Beauty & Spas]",Pittsburgh,PA,Massana Massage Therapy & Bodywork,3,4.5,40.3500889,-80.052418,,,,,,,,,,,,[],TRUE,13.5,12.84
337,rVn047LHt3nVVIJhb8_7kA,32,10,4,2,0,4.185667752,15.35,"[Sandwiches, Restaurants]",Pittsburgh,PA,Hot Franks,12,4.5,40.456194,-79.977166,full_bar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,[Strip District],FALSE,54,64.24999999
338,sI9BnInlCDUos3kYx9StSQ,97,12,2,2,1,3.294633885,24.87833333,"[Event Planning & Services, Caterers]",Mount Washington,PA,J & J Family Restaurant & Caterer,14,4,40.429201,-80.007587,,,,,,,,,,,,[Mt. Washington],TRUE,56,81.96499999
339,wRzG7Gx-pAM9nTnVVnF2Rg,4,42,25,20,6,3.320023148,46.08,"[Salad, Restaurants]",Pittsburgh,PA,Toss't,44,3.5,40.4410836,-80.0013393,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,[Downtown],TRUE,154,152.9866667
340,yKIo8_tja6-vEYEzsPsdRQ,2,31,17,15,8,3.735145841,37.02666667,"[Szechuan, Chinese, Restaurants]",Pittsburgh,PA,Hunan Bar,32,4,40.440304,-79.956279,full_bar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,[Oakland],TRUE,128,138.3
341,1qGq_IcIQLEESnVNMQ52xQ,4,10,3,2,1,4.721153846,9.533333333,"[Shopping, Optometrists, Health & Medical, Eyewear & Opticians]",Pittsburgh,PA,Heidioptics,10,5,40.4398452,-80.0021166,,,,,,,,,,,,[Downtown],TRUE,50,45.00833333
342,3eu6MEFlq2Dg7bQh8QbdOg,115,2,1,0,0,5,1.905,"[Auto Repair, Automotive]",Dravosburg,PA,Joe Cislo's Auto,3,5,40.3509559,-79.889059,,,,,,,,,,,,[],TRUE,15,9.525
343,67A7bnaFM-YmpkTw9idreg,15,4,2,1,1,3.811860941,4.89,"[Tanning, Beauty & Spas]",Pittsburgh,PA,Southside Tanning,5,4,40.4293549,-79.9764202,,,,,,,,,,,,[South Side],TRUE,20,18.64
344,AEvxAw-qe9iPSsIjlNE2JQ,116,9,2,2,1,3.795359142,14.29333333,"[Pet Services, Veterinarians, Pets]",Pittsburgh,PA,Greenfield Veterinary Hospital,12,4,40.4264806,-79.9392937,,,,,,,,,,,,[Greenfield],TRUE,48,54.24833332
345,CVK9ciUclX3rlMl3X9M_Hw,3,6,2,2,0,4.361111111,5.7,"[Hair Salons, Beauty & Spas]",Pittsburgh,PA,Salon 5844,7,4.5,40.4566552,-79.9299317,,,,,,,,,,,,[Shadyside],TRUE,31.5,24.85833333
346,DiPbxquQQHSgz123I27Drg,3,12,6,5,2,3.85504351,86.76166667,"[Hotels & Travel, Event Planning & Services, Hotels]",Pittsburgh,PA,Courtyard Pittsburgh Shadyside,19,3.5,40.4560895,-79.9396789,,,,,,,,,,,,[Bloomfield],TRUE,66.5,334.47
347,EZdFJ0Uxqarqs5BX3pKgug,117,13,6,4,3,2.150267975,16.48166667,"[Food, Ice Cream & Frozen Yogurt]",Pittsburgh,PA,Dairy Queen,16,2,40.378641,-79.989937,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,[Overbrook],TRUE,32,35.44000002
348,FVGtiujFXixkw71HBbBB_A,19,5,0,0,0,2.472313372,16.25333333,"[Food, Beer, Wine & Spirits]",Pittsburgh,PA,Wine & Spirits Store,5,2.5,40.4362726,-79.92298,,,,,,,,,,,,[Squirrel Hill],TRUE,12.5,40.18333333
349,IsRmA4DqEE_xjw8y6KuObA,118,4,1,1,1,2.998432602,3.19,"[Food, Food Stands, Food Trucks, Restaurants]",Pittsburgh,PA,Moonlight Truck Food,6,2.5,40.44219503,-79.93857265,none,,,,,,,,,,FALSE,[Squirrel Hill],TRUE,15,9.565
350,JyldCiKvK1m72VS6tuC_Qg,110,28,23,21,14,3.74005487,58.32,"[Food, Breweries]",Pittsburgh,PA,Hitchhiker Brewing Company,34,4,40.3777216,-80.0407084,,,,,,,,,,,,[],TRUE,136,218.12
351,MyGH3O8q053OoJm5JikCRg,97,43,13,13,3,4.096257933,78.52166667,"[Bars, Hot Dogs, Nightlife, Restaurants]",Pittsburgh,PA,Packs & Dogs,52,4,40.4299592,-80.0073219,beer_and_wine,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,[Mt. Washington],TRUE,208,321.645
352,Nsj_sFtGulFjztuvU4I4eg,3,70,36,27,13,3.518383479,114.2783333,"[Tapas/Small Plates, Restaurants]",Pittsburgh,PA,The Livermore,76,3.5,40.4604323,-79.9252567,full_bar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[East Liberty],TRUE,266,402.0749999
353,Oq5MyNxNi-xuXdPOWR9O_g,25,11,0,0,0,3.072618539,19.50833333,"[Bars, Pizza, Nightlife, Restaurants]",Pittsburgh,PA,Doc's Place,21,3,40.4509182,-79.9338159,full_bar,,,,,,,,,,FALSE,[Shadyside],FALSE,63,59.94166665
354,Ts4xsKPU7FNPPZRj-nRjIg,3,48,16,9,5,2.786098479,72.19833333,"[Bars, Restaurants, Sports Bars, Barbeque, Nightlife]",Pittsburgh,PA,Buffalo Blues,64,3,40.4583902,-79.9255146,full_bar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,[Shadyside],FALSE,192,201.1516667
355,W-YDwC0FXqu30vnnLyoHuQ,4,27,13,11,4,4.633129337,77.34333333,"[Arts & Entertainment, Performing Arts]",Pittsburgh,PA,Heinz Hall For the Performing Arts,29,4.5,40.44268371,-80.00182953,,,,,,,,,,,,[Downtown],TRUE,130.5,358.3416667
356,g4jHGmS46NHnb7xp-YPUKg,119,3,1,1,0,1,2.725,"[Security Systems, Home Services]",Pittsburgh,PA,"ADT Security Services, Inc.",3,1,40.4045575,-80.0398906,,,,,,,,,,,,[Banksville],FALSE,3,2.725
357,jplGMzlErHf985akNin92g,34,23,4,3,2,3.527024584,36.88,"[Restaurants, Italian]",Pittsburgh,PA,DeBlasio's Restaurant,28,4,40.392484,-80.065824,full_bar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,[],TRUE,112,130.0766667
358,p3nhCZcjYUiP5LGJd3W2gg,92,80,23,16,5,4.232929128,118.4766667,"[American (New), Restaurants]",Homestead,PA,Tin Front Cafe,82,4,40.4072651,-79.9101652,full_bar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[Homestead],TRUE,328,501.5033335
359,rcnl5-j05LhS3gYdDYEUHw,2,11,2,2,1,3.319347851,14.61833333,"[Event Planning & Services, Venues & Event Spaces]",Pittsburgh,PA,University Club,12,3.5,40.4441806,-79.9568212,,,,,,,,,,,,[Oakland],TRUE,42,48.52333332
360,sj_kTCLN71yDKPSB30hOpA,19,12,9,7,5,3.569014085,15.975,"[Local Services, Shopping, Jewelry, Watches, Watch Repair]",Pittsburgh,PA,Orr's Jewelers,14,4.5,40.4382107,-79.9207425,,,,,,,,,,,,[Squirrel Hill],TRUE,63,57.01500001
361,wJr6kSA5dchdgOdwH6dZ2w,120,6,2,2,1,3.264524865,13.54,"[Burgers, Breakfast & Brunch, American (Traditional), Restaurants]",Carnegie,PA,Kings Family Restaurant,8,3.5,40.3875124,-80.0932152,none,,,,,,,,,,FALSE,[],TRUE,28,44.20166667
362,wvQC4HnaIpkIDs0mDrL0Pw,19,60,26,22,15,3.255606734,60.79,"[Sushi Bars, Japanese, Restaurants]",Pittsburgh,PA,Sakura Teppanyaki & Sushi,73,3,40.437766,-79.9196769,full_bar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,[Squirrel Hill],TRUE,219,197.9083334
363,xlYVxFtTh_YKfxkhkgW5Vg,4,5,3,2,1,4.18532671,8.723333333,"[Bakeries, Food, Cafes, Restaurants]",Pittsburgh,PA,Arcade Bakery & Cafe,6,4.5,40.4395219,-79.998357,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,[Downtown],TRUE,27,36.51
364,3P5WdYpaIgi3Eura7VpL5Q,121,5,2,2,1,4.501133787,7.35,"[Italian, Pizza, Restaurants]",McKees Rocks,PA,Mama Lena's II,5,4,40.4729536,-80.0744038,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,[],TRUE,20,33.08333333
365,D9sHwmqlNkrVxmX-057i1g,88,13,0,0,0,1.859432799,13.51666667,"[Food, Coffee & Tea]",Pittsburgh,PA,Katerbean,12,2,40.4323844,-79.8939504,,,,,,,,,,,,[],FALSE,24,25.13333334
366,EfKyutz6jmXZ9k8dSQAWmg,25,19,6,5,1,4.585213598,22.16,"[Active Life, Yoga, Fitness & Instruction]",Pittsburgh,PA,Yoga Flow,23,4.5,40.4511982,-79.9341407,,,,,,,,,,,,[Shadyside],TRUE,103.5,101.6083333
367,Hjo5B_MgC5iK-Onf7EJyhA,4,83,24,20,9,4.222124134,190.6816667,"[Arts & Entertainment, Music Venues, Venues & Event Spaces, Stadiums & Arenas, Nightlife, Event Planning & Services]",Pittsburgh,PA,CONSOL Energy Center,92,4,40.439228,-79.9899263,beer_and_wine,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,[Downtown],TRUE,368,805.0816669
368,UvkKPVKktEbkbVFcAmHhdQ,15,6,4,4,4,4.906821679,9.748333333,"[Fashion, Shopping, Beauty & Spas, Used, Vintage & Consignment, Hair Salons, Women's Clothing]",Pittsburgh,PA,Luxx and Locks Salon and Boutique,8,5,40.4288591,-79.9882862,,,,,,,,,,,,[South Side],TRUE,40,47.83333333
369,WRYNOjGfL-Au5fQ44WrNHA,122,3,2,1,0,4.644128114,2.81,"[Libraries, Public Services & Government]",Pittsburgh,PA,Carnegie Library - Mount Washington Branch,3,4.5,40.433817,-80.010513,,,,,,,,,,,,[Mt. Washington],TRUE,13.5,13.05
370,bxPCh5hpxEt_lhoB9DHuaw,10,4,2,1,0,3.962750716,3.49,"[Local Services, Musical Instrument Services, Guitar Stores]",Pittsburgh,PA,Backstage Guitars,4,4,40.4701023,-79.9608075,,,,,,,,,,,,[Lawrenceville],TRUE,16,13.83
371,kNcYD3Bpjy1DI7b0gRqpTA,19,41,13,11,5,3.114760495,72.615,"[Used, Vintage & Consignment, Fashion, Shopping]",Pittsburgh,PA,Avalon Exchange,55,3,40.4379509,-79.9206943,,,,,,,,,,,,[Squirrel Hill],TRUE,165,226.1783333
372,nLTV6CNMZaPeV62T5PF_LA,3,38,0,0,0,2.683992087,42.96833333,"[Tapas Bars, Wine Bars, Bars, Nightlife, Restaurants]",Pittsburgh,PA,La Casa,49,2.5,40.457861,-79.9280308,full_bar,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,[Shadyside],FALSE,122.5,115.3266666
373,oUSaIQjEbGumE9VjHYtaFg,3,9,6,6,2,3.083216923,16.70333333,"[Restaurants, Mexican, Sandwiches, Italian]",Pittsburgh,PA,Rocky's,11,3,40.4613503,-79.9481126,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,[Bloomfield],TRUE,33,51.49999999
374,qABKRj1ggJmtvrL9FMFtuA,19,3,1,1,1,5,3,"[Health & Medical, Dentists, General Dentistry]",Pittsburgh,PA,"Gleason Paul J, DMD",3,5,40.4377696,-79.9186334,,,,,,,,,,,,[Squirrel Hill],TRUE,15,15
375,qKqld7dwt00qW938tRTSjA,3,28,6,4,1,3.642850315,34.87333333,"[Food, Ice Cream & Frozen Yogurt]",Pittsburgh,PA,Oh! Yogurt,33,3.5,40.46187645,-79.94942522,,,,,,,,,,,,[Bloomfield],TRUE,115.5,127.0383333
376,rv7CY8G_XibTx82YhuqQRw,120,5,1,0,0,3.497936726,4.846666667,[Restaurants],Carnegie,PA,Long John Silver's,5,3.5,40.3868915,-80.0937037,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,[],TRUE,17.5,16.95333333
377,tyXvO1G2qK3MUfaap30auw,32,17,9,7,3,4.248933854,36.73666667,"[Food, Specialty Food, Grocery]",Pittsburgh,PA,Stamoolis Brothers Company,20,4.5,40.4512257,-79.9833014,,,,,,,,,,,,[Strip District],TRUE,90,156.0916667
378,xvGD0kqem6jJnbMs8_W4Uw,15,72,26,19,4,4.247631118,110.46,"[Nightlife, Sandwiches, Delis, Bars, Restaurants]",Pittsburgh,PA,Carson Street Deli & Craft Beer Bar,77,4.5,40.4290442,-79.9830861,beer_and_wine,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,[South Side],TRUE,346.5,469.1933333
379,yXZbEJ6FQUwzFcDFgcU2qA,4,2,0,0,0,3.568421053,1.425,"[Comic Books, Toy Stores, Shopping, Books, Mags, Music & Video]",Pittsburgh,PA,Comic Book Ink!,3,3.5,40.43763761,-80.00017628,,,,,,,,,,,,[Downtown],FALSE,10.5,5.085000001
380,zBNtdE_hHxP3oIU8LXTtrQ,19,5,3,3,1,4.917229963,12.08166667,"[Gift Shops, Books, Mags, Music & Video, Flowers & Gifts, Shopping, Bookstores]",Pittsburgh,PA,Classic Lines,5,5,40.4380633,-79.921983,,,,,,,,,,,,[Squirrel Hill],TRUE,25,59.40833335
381,1TspmxRwthe1s48fCjIQ3Q,123,3,2,2,2,2.966494845,5.173333333,"[Bars, Nightlife]",Homestead,PA,Pisci's,4,3.5,40.37952,-79.9072838,,,,,,,,,,,,[],TRUE,14,15.34666666
382,2-T_D2lIL5Ub2G_U2crtrQ,3,125,38,25,9,4.000259805,166.7916667,"[Indian, Restaurants]",Pittsburgh,PA,Tamarind,159,4,40.451127,-79.951924,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,[Oakland],TRUE,636,667.2100001
383,2jSTkJa3wLO0aE0uI3lpzw,32,25,9,8,2,2.98664745,39.31833333,"[Bars, Gay Bars, Nightlife, Dance Clubs]",Pittsburgh,PA,Cruze Bar,25,3,40.4495181,-79.9875075,full_bar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,[Strip District],TRUE,75,117.43
384,39zsyVps1bjZH-Seunc5OA,42,19,3,2,0,2.921978685,33.15333333,"[American (Traditional), Restaurants]",Pittsburgh,PA,Wheel House,20,3.5,40.4466323,-80.0231399,full_bar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,[North Side],TRUE,70,96.87333333
385,3LM_yK3iF2VjkS6mFRF58w,47,16,16,12,2,4.227809566,45.44,"[Soul Food, Barbeque, Restaurants]",Pittsburgh,PA,Bama's Southern Kitchen,18,4.5,40.3951787,-80.0225039,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,[Brookline],FALSE,81,192.1116667
386,6i7SOzhNLSiS66spkkRHOw,124,3,2,2,1,4.462623413,3.545,"[Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Hotels]",Munhall,PA,Holiday Inn Express Pittsburgh E - Waterfront Dr,3,4.5,40.4140371,-79.9039611,,,,,,,,,,,,[Homestead],TRUE,13.5,15.82
387,72dssggvJOmcip7-1TsDFA,4,10,4,3,1,3.128583746,15.46333333,"[Property Management, Home Services, Real Estate, Apartments]",Pittsburgh,PA,Union Real Estate Co of Pittsburgh,10,2.5,40.4391577,-79.9978185,,,,,,,,,,,,[Downtown],TRUE,25,48.37833332
388,9VySO9xOHY3nFfsokcDJ9w,125,11,3,2,0,4.397231451,30.1,[Active Life],Pittsburgh,PA,Venture Outdoors,11,4,40.4304325,-79.9967832,,,,,,,,,,,,[South Side],TRUE,44,132.3566667
389,APUSI7GJ471onxJnDVlCSQ,126,6,3,2,2,4.508687086,9.305,"[Pizza, Restaurants]",Pittsburgh,PA,Niki's Pizza,6,4.5,40.4412314,-80.0351062,,,,,,,,,,,TRUE,[West End],TRUE,27,41.95333334
390,DhN5o_YoB8tw4HJ_CNiJBw,2,23,14,12,5,3.269003932,35.60666667,"[Turkish, Middle Eastern, Pizza, Restaurants]",Pittsburgh,PA,Forbes Gyro,25,3,40.4414677,-79.9574362,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,[Oakland],TRUE,75,116.3983333
391,Io-itsowKNTl02OtA9jnZg,13,41,12,9,1,4.19790819,69.63666667,"[Hotels & Travel, Tours]",Pittsburgh,PA,Just Ducky Tours,50,4,40.4330076,-80.0045618,,,,,,,,,,,,[South Side],TRUE,200,292.3283333
392,JDDeaNfb0JXD1NbznSIC9g,46,67,16,9,5,3.1537324,105.9416667,"[Gluten-Free, Asian Fusion, Chinese, Restaurants]",West Homestead,PA,P.F. Chang's China Bistro,82,3,40.4073551,-79.9158429,full_bar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,[Homestead],TRUE,246,334.1116668
393,JFBg0EvHlRdyWWhe9Agl0g,1,19,10,8,4,3.411014003,33.56333333,"[Burgers, Bars, American (New), Nightlife, Restaurants]",Pittsburgh,PA,Coach's Bottleshop & Grille,22,3.5,40.40030619,-80.04299972,full_bar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,[Banksville],TRUE,77,114.485
394,Y0YTzmg5Jd4xuC2ry-pM3g,25,4,3,3,3,4.142857143,4.666666667,"[Hair Salons, Beauty & Spas]",Pittsburgh,PA,Glam,6,4.5,40.4509582,-79.9357084,,,,,,,,,,,,[Shadyside],TRUE,27,19.33333334
395,ZOtJygZ3pcFfABPVd9YObw,116,1,1,1,0,5,0.905,"[Hair Salons, Beauty & Spas]",Pittsburgh,PA,Salon Louie,3,5,40.4260125,-79.9412868,,,,,,,,,,,,[Greenfield],TRUE,15,4.525
396,ZS7-I04iDm4oRP_GJsJqrA,127,5,1,1,1,3.711609175,9.518333333,"[Event Planning & Services, American (Traditional), Caterers, Comfort Food, Restaurants]",Pittsburgh,PA,Boston Market,9,4,40.418092,-80.0460082,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,[Greentree],TRUE,36,35.32833333
397,gL2ibtCbiEyHVnFCvk5WIQ,128,12,8,8,2,5,11.25,"[Pet Services, Dog Walkers, Pet Boarding/Pet Sitting, Pets]",Pittsburgh,PA,Rover.com - Dog Boarding & Sitting,13,5,40.440368,-79.9836108,,,,,,,,,,,,[The Hill District],TRUE,65,56.25
398,jpD9ONjJfx5ishYOx9vU0Q,19,29,0,0,0,3.99302156,64.00666667,"[Breakfast & Brunch, Restaurants]",Pittsburgh,PA,Pamela's,61,4,40.4382396,-79.922326,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,[Squirrel Hill],FALSE,244,255.58
399,tpnEAM1bfOpz79Lvf6SmvA,129,51,17,13,5,3.645496065,77.72833333,"[Breakfast & Brunch, Diners, Restaurants]",Pittsburgh,PA,Barb's Country Kitchen,58,4,40.474513,-79.9578945,none,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,[Lawrenceville],TRUE,232,283.3583333
400,up1BV6elXTQfRXxLvOh-9Q,65,3,2,2,1,5,2.905,"[Shopping, Vape Shops]",Pittsburgh,PA,Diversity,3,5,40.39424896,-80.03539276,,,,,,,,,,,,[Dormont],TRUE,15,14.525
401,5L-vmM7JA_U1koc01Gw43g,19,5,3,3,2,4.07493062,7.206666667,"[Middle Eastern, Restaurants]",Squirrel Hill,PA,Basha 21,5,4,40.4364736,-79.922778,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,[Squirrel Hill],TRUE,20,29.36666667
402,87eUKK0Ylym5hJEE-vhvXw,73,3,1,0,0,4.720535255,3.238333333,"[Plumbing, Home Services]",Pittsburgh,PA,Poillucci Plumbing,3,4.5,40.4798721,-79.9549444,,,,,,,,,,,,[Lawrenceville],TRUE,13.5,15.28666667
403,CLZwf-pAbUXRKiWhnPo2Qg,4,10,1,1,0,2.618334735,9.908333333,"[Bars, Nightlife]",Pittsburgh,PA,Souper Bowl,12,2.5,40.43867487,-79.99126668,full_bar,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,[The Hill District],TRUE,30,25.94333333
404,N2Q9-LaYbMzFJJI5NmZdyw,15,7,4,4,2,1,6.375,"[Chicken Wings, Restaurants, Pizza, Italian]",Pittsburgh,PA,Pizza Hut,11,1,40.4283449,-79.977328,,,,,,,,,,,TRUE,[South Side],TRUE,11,6.375
405,RtKC65-4gqzEkRfK2D5pRA,2,5,0,0,0,3.282387191,10.305,"[Food, Ethnic Food, Restaurants, Food Stands, Specialty Food]",Pittsburgh,PA,Moonlite Express,5,3.5,40.4379259,-79.9556424,,,,,,,,,,,,[Oakland],TRUE,17.5,33.825
406,SJ_ZcSb_ci1Fyocxedw3Bw,13,5,0,0,0,3.421187849,22.05666667,"[Sporting Goods, Fashion, Shopping, Sports Wear]",Pittsburgh,PA,Hometowne Sports,7,4,40.4336009,-80.0047748,,,,,,,,,,,,[South Side],TRUE,28,75.46
407,SNJHgqJPj5SZhntFdsDUeg,131,3,1,1,0,1.741551642,10.505,"[Department Stores, Fashion, Shopping]",Pittsburgh,PA,Kmart,5,2,40.42819417,-79.88571167,,,,,,,,,,,,[],TRUE,10,18.295
408,UXlGymo9AduQcq-Q-H16og,4,315,204,155,68,3.816730064,481.9666667,"[Restaurants, Pizza, Italian]",Pittsburgh,PA,Sienna Mercato,344,4,40.4439496,-79.9964366,full_bar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,[Downtown],TRUE,1376,1839.536667
409,YMTmjvX8IKdrlIsixawWOg,132,3,0,0,0,3.176442423,6.961666667,"[Automotive, Gas & Service Stations]",Pittsburgh,PA,Sunoco A Plus,3,2.5,40.4513599,-80.0005894,,,,,,,,,,,,[North Side],TRUE,7.5,22.11333334
410,YbL6pbLmW_mohngendXsQA,4,4,4,3,1,4.276428783,11.25666667,"[Delis, Restaurants]",Pittsburgh,PA,Boulevard Deli,5,5,40.4385062,-79.9996761,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,[Downtown],TRUE,25,48.13833335
