"","X","business_id","clusters","regression_value","after_Jan2010_count","after_Jan2014_count","after_Jun2014_count","after_Jan2015_count","ratings_avg","users_sum","weighted_regression_value","categories","city","state","name","review_count","stars","latitude","longitude","attributes.Alcohol.","attributes.Ambience..casual.","attributes.Ambience..classy.","attributes.Ambience..divey.","attributes.Ambience..hipster.","attributes.Ambience..intimate.","attributes.Ambience..romantic.","attributes.Ambience..touristy.","attributes.Ambience..trendy.","attributes.Ambience..upscale.","attributes.Delivery.","neighborhoods","open","predicted_value"
"545",544,"Q2iZ7kT5SpiRir7iommz1g",6,159,44,16,12,7,3.118869645,45.70833333,142.5583333,"[Indian, Restaurants]","Pittsburgh","PA","Prince of India",53,3,40.4416275,-79.95859528,"full_bar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"[Oakland]",TRUE,154.066033333333
"546",545,"UtWJ8NGMg-3z28s0RzlUoQ",47,42,12,5,5,1,3.200799201,25.025,80.10000001,"[Chinese, Restaurants]","Pittsburgh","PA","China Garden",14,3,40.4579893,-79.9181411,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Shadyside]",TRUE,44.1604333333333
"547",546,"YiUoOtJc6xCq0-ZFJCocvA",16,180,45,35,35,13,4.008906778,64.18333333,257.305,"[Bakeries, Food, Coffee & Tea, Desserts]","Pittsburgh","PA","Pink Box Bakery Cafe",45,4,40.43338425,-79.92315495,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"[Squirrel Hill]",TRUE,193.02995
"548",547,"d7M30BsQj_oT2howDyo0ew",2,40,7,3,1,0,3.295316648,17.58,57.93166667,"[Fast Food, Sandwiches, Restaurants]","Pittsburgh","PA","Subway",10,4,40.4440334,-79.9970421,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Downtown]",TRUE,28.1588333333333
"549",548,"diVJtnXItoMymDfJkSAV1w",69,332,78,36,31,12,4.277192883,117.9383333,504.4449998,"[Soul Food, Restaurants]","Pittsburgh","PA","Carmi Family Restaurant",83,4,40.4515843,-80.017124,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[North Side]",TRUE,371.785383333333
"550",549,"hzR_4oyJLJp6kuD7w0ZARg",178,20,4,0,0,0,3,4.718333334,14.155,"[Food, Beer, Wine & Spirits]","Pittsburgh","PA","Beer World",5,4,40.4297541,-80.0520411,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[West End]",TRUE,16.95745
"551",550,"qjRPPXpfQ9a8ZHk5sXvBCg",16,20,4,1,1,0,4.404605263,2.026666667,8.926666668,"[Shopping, Home Decor, Home & Garden]","Pittsburgh","PA","Global Market Retail",4,5,40.4342212,-79.9230271,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Squirrel Hill]",TRUE,18.72335
"552",551,"9mwShpTgZofOujt4JfyGmw",23,230,83,27,23,5,2.539158439,102.4683333,260.1833332,"[Restaurants, Italian]","Pittsburgh","PA","Spaghetti Warehouse",92,2.5,40.455916,-79.979271,"full_bar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Strip District]",TRUE,245.25485
"553",552,"Gs31I9A-IeW3bH4PRoD9Gg",2,49.5,11,1,1,1,5,1,5,"[Restaurants, Cafes, Italian]","Pittsburgh","PA","Gio's Cafe",11,4.5,40.44291333,-80.00455396,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"[Downtown]",TRUE,50.3461333333333
"554",553,"KD-_V5fo4tKly7_LMyP_AA",150,66.5,17,9,8,6,3.20620951,13.635,43.71666667,"[Breakfast & Brunch, American (Traditional), Diners, Restaurants]","Pittsburgh","PA","Millvale Diner",19,3.5,40.48204958,-79.97427543,"none",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Millvale]",TRUE,62.7211
"555",554,"Od6FmdEKMTJvX5umCUM6tA",8,35,6,5,2,0,5,6.938333333,34.69166667,"[Arts & Entertainment, Arcades]","Pittsburgh","PA","Bradish Street Pinball Parlor",7,5,40.4273396,-79.9869369,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[South Side]",TRUE,33.4812166666667
"556",555,"PZAQwvTRnVtqbaC8tZMx6w",179,150.5,44,17,4,0,3.236303702,61.17833333,197.9916666,"[Mexican, Restaurants]","Pittsburgh","PA","Cinco",43,3.5,40.361802,-80.070182,"full_bar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[]",FALSE,159.15465
"557",556,"Wn5bLgkx_S7W1q2TeoLL1g",52,16,4,2,1,0,3.341831916,7.060000001,23.59333333,"[Bars, Pool Halls, Nightlife]","Pittsburgh","PA","Breaker's",4,4,40.395289,-80.0348997,"full_bar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Dormont]",TRUE,15.5736166666667
"558",557,"ih6jtFK2jkAGFuIBtAd8Qg",180,70,12,4,4,3,4.567435511,23.195,105.9416667,"[Active Life, Playgrounds, Parks]","Pittsburgh","PA","Highland Park",14,5,40.48103428,-79.91558075,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Highland Park]",TRUE,64.46815
"559",558,"pvmC7EaaSgA3aq-MAmPp3A",16,128,26,11,7,2,4.074920965,38.485,156.8233333,"[Pizza, Restaurants]","Pittsburgh","PA","Napoli Pizzeria",32,4,40.434399,-79.9229828,"beer_and_wine",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"[Squirrel Hill]",TRUE,124.9504
"560",559,"rZA_aIoKpuxXVv1gAqNW5Q",52,272,59,15,8,4,3.810841505,76.31166666,290.8116666,"[Thai, Restaurants]","Pittsburgh","PA","Thai Spoon",68,4,40.39532089,-80.03462219,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Dormont]",TRUE,270.664633333333
"561",560,"t1-RYwNIJ_BxsjEt5yxVKg",181,136,32,11,9,3,3.745766061,59.04666667,221.175,"[Shopping, Wholesale Stores]","Homestead","PA","Costco",34,4,40.4027364,-79.921653,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Homestead]",TRUE,138.8634
"562",561,"1HejWsAvJ7pg3n6hUCObmA",97,108.5,23,4,4,1,3.393619472,43.41333333,147.3283333,"[Pizza, Restaurants]","Pittsburgh","PA","Rialto Pizza",31,3.5,40.4263908,-79.9387555,"beer_and_wine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"[Greenfield]",TRUE,101.49235
"563",562,"1u2NauOy8xDj7aFQET680A",182,18,4,2,2,1,2.657028913,3.343333333,8.883333332,"[Active Life, Gyms, Trainers, Fitness & Instruction]","Carnegie","PA","Amerifit",6,3,40.394305,-80.060154,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]",TRUE,15.9989666666667
"564",563,"9ylfrWjdX6CltGs_Qcv7Ng",45,1855,297,82,63,18,4.818003283,630.5516667,3038,"[Arts & Entertainment, Stadiums & Arenas]","Pittsburgh","PA","PNC Park",371,5,40.44738667,-80.00532496,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[North Side]",TRUE,1631.87376666667
"565",564,"RptBvx0-dGfSpQYzqj6b8Q",16,116,20,6,5,2,3.980240255,33.99166667,135.295,"[Food, Coffee & Tea]","Pittsburgh","PA","The Coffee Tree Roasters",29,4,40.4378457,-79.9213532,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Squirrel Hill]",TRUE,84.4188
"566",565,"a7G50Gg_cXsVXI4JhxDsGA",40,40.5,7,5,3,0,4.492855141,5.948333334,26.725,"[Active Life, Barre Classes, Fitness & Instruction]","Pittsburgh","PA","The Barre Code",9,4.5,40.4508784,-79.9356635,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Shadyside]",TRUE,38.0227833333333
"567",566,"fhsMww3kY6J4Y3-wzHYHXw",125,42,12,4,4,3,2.976264834,8.005,23.825,"[Restaurants, Italian]","Pittsburgh","PA","Nancettas Ristorante",12,3.5,40.48777,-79.878163,"full_bar",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"[]",TRUE,37.2321666666666
"568",567,"frIRW4BGhdAWbSsG5ev2ng",183,10.5,3,1,1,0,4.524637681,1.725,7.805,"[Auto Repair, Automotive]","Homestead","PA","Master Muffler & Brakes",3,3.5,40.4023107,-79.9069188,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Homestead]",TRUE,12.398
"569",568,"imzKM9-mgN1Yk_RIXx3IgA",23,92,17,6,3,1,3.881014267,28.855,111.9866667,"[Food, Ethnic Food, Specialty Food, Restaurants, Italian]","Pittsburgh","PA","Sunseri Jimmy & Nino",23,4,40.450964,-79.984628,"none",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Strip District]",TRUE,83.2941666666666
"570",569,"mIiHJkpK8nZvW_45LlhrbA",184,48,8,3,3,2,4.219344172,6.048333333,25.52,"[Pizza, Restaurants]","Mc Kees Rocks","PA","Pasquarelli's Pizza House",12,4,40.4660133,-80.0653055,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"[]",TRUE,43.3945166666667
"571",570,"nK8kRhoMDY_2HtKINuSfVQ",2,45,8,3,2,1,4.489081663,5.571666667,25.01166667,"[Coffee & Tea, Food, Ethnic Food, Specialty Food, African, Restaurants]","Pittsburgh","PA","Lydiah's Coffee House",10,4.5,40.4371691,-79.9981261,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Downtown]",TRUE,38.1754833333333
"572",571,"pkb2OGuvEObkPa5ugR7l4g",52,126,27,6,5,2,4.022008876,55.205,222.035,"[Arts & Entertainment, Cinema]","Pittsburgh","PA","Hollywood Theater",28,4.5,40.396105,-80.0352996,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Dormont]",TRUE,138.52595
"573",572,"pmikYgE5m0MblL6vl49GQA",40,40.5,8,4,3,0,4.591248962,6.018333333,27.63166667,"[Local Services, Jewelry Repair, Shopping, Jewelry]","Pittsburgh","PA","The Collection",9,4.5,40.45170345,-79.9332417,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Shadyside]",TRUE,39.9133333333333
"574",573,"t1qSyQWLxEpWQZngAjoBRg",129,96,24,14,14,8,3.659982041,22.27333333,81.51999998,"[Diners, Restaurants]","Pittsburgh","PA","Bob's Diner",24,4,40.3628902,-80.0833415,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[]",TRUE,95.1982666666667
"575",574,"wK3Bxrjd4pfwhxlVkKawpw",185,3,3,1,1,1,1,2.093333333,2.093333333,"[Home Services, Real Estate, Apartments]","Pittsburgh","PA","Kamin Realty",3,1,40.4552551,-79.9212929,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Shadyside]",TRUE,6.3516
"576",575,"3obPG5F_6rbAu86CuiNW4g",113,25,9,1,1,1,1.751153491,5.418333333,9.488333331,"[Tobacco Shops, Pubs, Bars, Shopping, Nightlife]","Pittsburgh","PA","Jernigan's Tobacco Village",10,2.5,40.357213,-80.0520951,"full_bar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"[]",FALSE,20.9236833333333
"577",576,"5D-xzcFphR5OE3YMrDO0CA",16,98,31,12,10,7,3.660469904,27.52333333,100.7483333,"[Massage, Beauty & Spas]","Pittsburgh","PA","Massage Envy",28,3.5,40.4378487,-79.9214512,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Squirrel Hill]",TRUE,110.361316666667
"578",577,"8161CthTqGbZq0kyFB2iBw",28,24,5,2,2,1,3.12109375,3.413333333,10.65333333,"[Car Wash, Automotive]","Pittsburgh","PA","Mr Magic Car Wash",6,4,40.37031019,-79.98253405,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]",TRUE,22.7450166666667
"579",578,"G7Ork6dlTZ6xcmPF3gxG4w",186,324,65,13,11,5,4.209302325,71.02166667,298.9516666,"[Food, Desserts, Coffee & Tea]","Pittsburgh","PA","Commonplace Voluto",72,4.5,40.464778,-79.93342,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Garfield]",TRUE,315.343116666667
"580",579,"ORyqWl-cCw1NgfMr4NHPxw",177,112.5,21,12,12,5,4.324280503,12.335,53.34,"[Burgers, Restaurants]","Pittsburgh","PA","Applewood Smoke Burger Company",25,4.5,40.4762289,-79.9208742,"full_bar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Highland Park]",TRUE,106.392766666667
"581",580,"OxRjcUVMvVHsMq_g3Z7ECQ",2,80,14,7,4,2,5,14.59666667,72.98333335,"[Health & Medical, Dentists]","Pittsburgh","PA","Christopher P Hayner, DMD",16,5,40.44289,-79.996284,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Downtown]",TRUE,78.2305
"582",581,"PawMgtaRxny_rtX1m_nQtw",65,60,14,4,4,0,3.434412266,16.63166667,57.12000002,"[Hotels & Travel, Event Planning & Services, Hotels]","Pittsburgh","PA","Hampton Inn Pittsburgh University/Medical Center",20,3,40.436177,-79.963257,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Oakland]",TRUE,58.4511333333333
"583",582,"QD-tOlwW0A06L-e0OUuEMA",185,16,4,0,0,0,5,0.82,4.1,"[Real Estate Services, Property Management, Home Services, Real Estate]","Pittsburgh","PA","Herbert Halsband Real Estate",4,4,40.4550272,-79.9216873,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Shadyside]",TRUE,19.2109666666667
"584",583,"QD_VIwtGdBazBZXBqkYSSg",2,55,9,7,6,1,4.950215458,18.17833333,89.98666665,"[Hotels & Travel, Taxis, Automotive, Transportation, Car Share Services]","Pittsburgh","PA","Lyft",11,5,40.4392068,-80.0035103,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Downtown]",TRUE,51.9725833333333
"585",584,"R8RUEi5TLsGNxGSCeYby_g",2,24,6,5,5,2,3.869844671,6.223333333,24.08333333,"[Mediterranean, Restaurants]","Pittsburgh","PA","Palmyra Mediterrean Cuisine",6,4,40.436919,-80.000468,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"[Downtown]",TRUE,26.2747833333333
"586",585,"TNpJsewe0H__8fzBgaHCzg",44,59.5,16,11,9,7,3.757563055,23.855,89.63666668,"[Italian, Pizza, Restaurants]","Pittsburgh","PA","Angelina's Pizzeria",17,3.5,40.3979659,-80.026,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"[Brookline]",TRUE,62.43465
"587",586,"Tb7hQ37UFA2QFaMwjFieQw",187,15,4,0,0,0,2.568110171,10.045,25.79666667,"[Fast Food, Restaurants]","Pittsburgh","PA","Arby's",6,2.5,40.414716,-80.03063,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Banksville]",TRUE,13.9702166666667
"588",587,"Y2p07YEC8xOsYTHWf0UxiA",49,52.5,16,4,4,2,2.708592182,17.43833333,47.23333332,"[Chinese, Restaurants]","Pittsburgh","PA","Tasty Chinese Restaurant",21,2.5,40.458497,-79.9246661,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,"[Shadyside]",TRUE,53.7141833333333
"589",588,"sjD4nm3PC1Ai9dPiOv9H6w",8,60,16,3,3,2,3.945585943,23.52333333,92.81333332,"[Local Services, Printing Services]","Pittsburgh","PA","Copies At Carson, Inc.",15,4,40.4289951,-79.9846596,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[South Side]",TRUE,65.7351
"590",589,"udZJ8YgsHdqtFDQkyPTV1Q",188,12,4,0,0,0,2.980529206,3.338333333,9.949999998,"[Restaurants]","Pittsburgh","PA","Arby's",4,3,40.4876741,-80.055667,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Bellevue]",TRUE,13.0328166666667
"591",590,"4YApQvnmdGAzlb8nnBUMNw",106,85,15,7,7,2,4.999999999,24.625,123.125,"[Beauty & Spas, Nail Salons]","Pittsburgh","PA","Perfect 10 Nail Salon",17,5,40.4176521,-80.0455702,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Greentree]",TRUE,81.5216
"592",591,"6qK7kD4gsAswjmJpX3PE0w",2,16,4,0,0,0,4.718166682,19.01833333,89.73166666,"[Shopping, Arts & Entertainment, Art Galleries, Performing Arts]","Pittsburgh","PA","August Wilson Center For African American History",4,4,40.4433071,-79.9951434,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Downtown]",TRUE,18.8036
"593",592,"DvI2WzFzVIEo3eO4wHvalw",1,84,31,5,4,3,2.990857032,51.22333333,153.2016667,"[Beauty & Spas, Nail Salons]","Pittsburgh","PA","Shadyside Nail Salon",28,3,40.4562392,-79.936501,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Shadyside]",TRUE,90.0121666666666
"594",593,"KaGk0gV7k7EtmsVFnUx0tg",6,10.5,2,1,0,0,2,0.905,1.81,"[Gift Shops, Flowers & Gifts, Shopping]","Pittsburgh","PA","Maggie & Stella's Gifts",3,3.5,40.4413528,-79.9566857,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Oakland]",TRUE,10.5056833333333
"595",594,"QBdX_ziDIyshttyAxDnskw",2,462,125,51,37,16,3.959926165,152.5933333,604.2583331,"[Restaurants, Italian]","Pittsburgh","PA","Il Pizzaiolo",132,3.5,40.4402916,-80.0021485,"full_bar",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Downtown]",TRUE,502.246366666667
"596",595,"R03p_2AxXpNtM31lutbnkA",49,16,4,1,1,0,4.098157052,20.8,85.24166668,"[Arts & Entertainment, Performing Arts]","Pittsburgh","PA","Kelly Strayhorn Theater",4,4,40.4618791,-79.9252673,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[East Liberty]",TRUE,16.5656333333333
"597",596,"S-oZVYg0g6ycRCJJYkiNtg",104,21,6,4,3,2,2.895110024,6.816666667,19.735,"[Pizza, Restaurants]","Pittsburgh","PA","Bellamonte Pizza",7,3,40.441704,-80.033422,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"[West End]",TRUE,20.7686166666667
"598",597,"b-VLJb2e35qdhJmmbbZ36g",83,119,30,12,8,5,3.468555282,23.00333333,79.78833333,"[Restaurants, Italian]","Pittsburgh","PA","Bella Vista",34,3.5,40.438047,-80.01828,"full_bar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Duquesne Heights]",TRUE,118.067933333333
"599",598,"ee9-nEWpDSPv2QO-xM_VTg",2,40.5,9,3,3,1,4.677935943,2.81,13.145,"[Delis, Sandwiches, Restaurants]","Pittsburgh","PA","Wesley's Delicatessen & Catering",9,4.5,40.4394403,-80.0009542,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Downtown]",TRUE,42.5545333333333
"600",599,"mrBzgnG-pGg5gGJ3HuY0HQ",189,132,24,10,10,5,3.846880427,39.34833333,151.3683333,"[Arts & Entertainment, Arcades]","Pittsburgh","PA","Games N' At",33,4,40.4249098,-79.9777329,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[South Side Slopes]",TRUE,103.437933333333
"601",600,"4YSYFo4uzMOvxVb6VaSXDA",32,292,68,36,28,12,3.604525862,74.24,267.6,"[Indian, Restaurants]","Carnegie","PA","Cafe Delhi",73,4,40.40804317,-80.08732259,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Carnegie]",TRUE,287.901783333333
"602",601,"9u4SqxRrVxE_yfzK6LBJkw",16,84,20,5,5,2,3.079248639,29.99,92.34666668,"[Hair Salons, Skin Care, Beauty & Spas, Nail Salons]","Pittsburgh","PA","Philip Pelusi",28,3,40.436507,-79.92318,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Squirrel Hill]",TRUE,75.4938666666667
"603",602,"KayYbHCt-RkbGcPdGOThNg",190,84,17,6,4,1,3.844549347,15.18166667,58.36666668,"[Bars, American (Traditional), Nightlife, Restaurants]","Carnegie","PA","Alexion's Bar & Grill",21,4,40.415517,-80.067534,"full_bar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Greentree]",TRUE,78.2193166666667
"604",603,"TC-uA4FLhphfRwR1O-9y3A",8,235,46,25,23,14,4.872907474,47.59,231.9016667,"[Gluten-Free, Cafes, Vegan, Restaurants]","Pittsburgh","PA","Amazing Cafe",47,5,40.4286788,-79.9831142,"none",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[South Side]",TRUE,235.317966666667
"605",604,"Uyq-KKcsOlOIb_DBnSZhPQ",191,16,3,2,1,0,3.776824034,2.33,8.799999999,"[Bars, Nightlife]","Pittsburgh","PA","Corner Cafe",4,4,40.4219341,-79.9841934,"full_bar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"[South Side Slopes]",TRUE,14.78055
"606",605,"c3GRR8q1h4fdNV7APLzSeQ",17,180,36,14,12,5,4.463325932,43.53666667,194.3183333,"[Auto Repair, Automotive, Tires, Oil Change Stations]","Pittsburgh","PA","Homer's Service Center",40,4.5,40.4234091,-79.9281375,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Greenfield]",TRUE,177.760766666667
"607",606,"nilhvDCyVBuv7gnNkPWZQg",35,52.5,15,6,5,3,3.872847682,18.875,73.1,"[Pubs, Bars, American (Traditional), Nightlife, Restaurants]","Pittsburgh","PA","Brookline Pub",15,3.5,40.3939875,-80.0206239,"full_bar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Brookline]",TRUE,56.9186
"608",607,"1arFPq3HVIPnGkIVw6RAJw",45,25,6,1,0,0,2.188863966,63.15833334,138.245,"[Sandwiches, Restaurants]","Pittsburgh","PA","Primanti Brothers at PNC Park",10,2.5,40.4468714,-80.00464863,"beer_and_wine",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"[North Side]",TRUE,24.9736833333333
"609",608,"3WgM6mvYrPDxGJ5fADSkUw",6,675.5,147,41,38,19,3.763326662,219.86,827.4049999,"[Gastropubs, Restaurants]","Pittsburgh","PA","Fuel & Fuddle",193,3.5,40.4412454,-79.9566016,"full_bar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"[Oakland]",TRUE,645.712
"610",609,"D6_lZYCG3I-RTGwqVh6A7g",2,20,4,1,1,1,5,3.46,17.3,"[Arts & Entertainment, Performing Arts, Event Planning & Services, Venues & Event Spaces]","Pittsburgh","PA","Bricolage",4,5,40.443377,-79.996664,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Downtown]",TRUE,24.43495
"611",610,"FXj0ZOHbyV5n_0S_QZOOuQ",192,14,5,2,2,1,3.819464034,3.545,13.54,"[Auto Repair, Automotive, Body Shops, Windshield Installation & Repair]","Pittsburgh","PA","Gerber Collision & Glass",4,3.5,40.3588178,-79.9583618,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[]",TRUE,18.2736833333333
"612",611,"Nt0EGVWDKwLU_-HVs-YUpQ",4,45,9,5,3,2,5,9.175,45.875,"[Tattoo, Beauty & Spas]","Pittsburgh","PA","Black Cat Tattoos",9,5,40.46333,-79.967089,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Lawrenceville]",TRUE,45.88185
"613",612,"RU2rdEy6Jgf8GZR62pyuqg",193,10.5,3,2,1,0,5,2.715,13.575,"[]","Bridgeville","PA","Extreme Decks",3,3.5,40.4147177,-80.0755134,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Carnegie]",TRUE,13.152
"614",613,"W4lkEQMYz3hdR1SvIIFzyQ",2,35,9,6,6,2,3.884611499,16.495,64.07666668,"[Burgers, Fast Food, Restaurants]","Pittsburgh","PA","Five Guys Burgers and Fries",10,3.5,40.44020351,-80.00286879,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Downtown]",TRUE,36.1616833333333
"615",614,"XzaJf6WzpU7RsXTXzx72Xg",1,164.5,36,14,10,3,3.490767207,36.735,128.2333333,"[American (New), Restaurants]","Pittsburgh","PA","Cafe Sam",47,3.5,40.456227,-79.940241,"full_bar",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"[Bloomfield]",TRUE,151.644916666667
"616",615,"dq3vHsNbaB2V156y-zzSYg",72,108.5,28,9,6,0,3.702819059,40.26166667,149.0816667,"[Steakhouses, Restaurants]","Pittsburgh","PA","Andrew's Steak & Seafood",31,3.5,40.446786,-80.022094,"full_bar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[North Side]",TRUE,114.9767
"617",616,"y2eo_MWD3XfnxxvhXh7Esw",23,337.5,70,32,21,8,4.641862305,122.1783333,567.1349998,"[Food, Beer, Wine & Spirits, Tours, Distilleries, Hotels & Travel]","Pittsburgh","PA","Wigle Whiskey",75,4.5,40.454384,-79.981477,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Strip District]",TRUE,346.413983333333
"618",617,"yyuKmWi1eR1HOYNfYnbNog",194,18,3,1,1,1,3.573065903,1.745,6.235000001,"[American (Traditional), Restaurants]","Pittsburgh","PA","Foli's Place",6,3,40.4290647,-79.8746666,"full_bar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"[]",TRUE,16.37015
"619",618,"FooH0D8lISF1eZiEPjtfMQ",195,64,14,7,5,3,3.949474225,19.495,76.99500002,"[Barbeque, Restaurants]","Pittsburgh","PA","The Dream BBQ",16,4,40.45303766,-79.89117265,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"[Homewood]",TRUE,61.5033333333333
"620",619,"IvgKdlte_JNdd17XRxkOrg",1,70,16,4,3,2,3.399683576,16.855,57.30166667,"[Pizza, Restaurants]","Pittsburgh","PA","Graziano's Pizzeria",20,3.5,40.4659283,-79.9548907,"beer_and_wine",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"[Lawrenceville]",TRUE,65.8428500000001
